id,contig,start,end,strand,function_num
WP_001283312.1,NC_002745.2,1649487,1651964,-,11
WP_000567017.1,NC_002745.2,1651966,1652634,-,11
WP_000066097.1,NC_002745.2,1653329,1654447,-,11
WP_000409157.1,NC_002745.2,1654448,1655590,-,11
WP_000985878.1,NC_002745.2,1655902,1656915,+,11
WP_000009238.1,NC_002745.2,1657152,1657298,-,9
WP_000752909.1,NC_002745.2,1657338,1657520,-,5
WP_000704122.1,NC_002745.2,1657620,1658042,-,11
WP_000102729.1,NC_002745.2,1658127,1659401,+,11
WP_000682646.1,NC_002745.2,1659562,1660335,-,11
WP_001790559.1,NC_002745.2,1660335,1660463,-,9
WP_000044799.1,NC_002745.2,1660796,1662562,-,4
WP_000590826.1,NC_002745.2,1662578,1663840,-,4
WP_000717800.1,NC_002745.2,1664301,1665176,-,1
WP_000869983.1,NC_002745.2,1665173,1665625,-,11
WP_001058587.1,NC_002745.2,1665637,1667826,-,4
WP_000364542.1,NC_002745.2,1668254,1668772,-,11
WP_000595011.1,NC_002745.2,1668794,1671067,-,4
WP_000749795.1,NC_002745.2,1671270,1673549,-,8
WP_001160682.1,NC_002745.2,1673824,1674084,-,11
WP_001112045.1,NC_002745.2,1674103,1675242,-,4
WP_001019178.1,NC_002745.2,1675265,1676290,-,11
WP_001005768.1,NC_002745.2,1676292,1677296,-,11
WP_000271550.1,NC_002745.2,1677328,1677930,-,11
WP_000368902.1,NC_002745.2,1677944,1678399,-,11
WP_000496100.1,NC_002745.2,1678412,1679704,-,11
WP_000916187.1,NC_002745.2,1680058,1680342,-,3
WP_000633692.1,NC_002745.2,1680354,1680674,-,11
WP_000457386.1,NC_002745.2,1680680,1680988,-,11
WP_001259925.1,NC_002745.2,1681224,1681754,-,8
WP_000911041.1,NC_002745.2,1681754,1682596,-,11
WP_000840602.1,NC_002745.2,1682795,1682914,-,9
WP_001236734.1,NC_002745.2,1682988,1683461,-,11
WP_000025835.1,NC_002745.2,1683621,1683818,+,8
WP_000171859.1,NC_002745.2,1683935,1684219,-,1
WP_001092058.1,NC_002745.2,1684668,1685330,-,6
WP_010959190.1,NC_002745.2,1685722,1685781,+,9
WP_001072201.1,NC_002745.2,1685864,1686595,+,11
WP_000067268.1,NC_002745.2,1686721,1687503,-,11
WP_000361059.1,NC_002745.2,1687654,1688031,-,7
WP_001557544.1,NC_002745.2,1688038,1689930,-,4
WP_000868132.1,NC_002745.2,1689927,1691012,-,10
WP_000261115.1,NC_002745.2,1691682,1692389,-,9
WP_001108346.1,NC_002745.2,1692659,1693930,-,11
WP_000425353.1,NC_002745.2,1693943,1696573,-,4
WP_001001237.1,NC_002745.2,1696976,1697536,+,11
WP_000177998.1,NC_002745.2,1697759,1698832,-,8
WP_001788970.1,NC_002745.2,1698866,1698967,-,11
WP_001270865.1,NC_002745.2,1699028,1700314,-,11
WP_000667126.1,NC_002745.2,1700362,1701336,-,11
WP_000805951.1,NC_002745.2,1701339,1702007,-,11
WP_001230232.1,NC_002745.2,1702029,1702955,-,11
WP_001157329.1,NC_002745.2,1702997,1703812,-,8
WP_000545451.1,NC_002745.2,1703834,1705180,-,11
WP_000867697.1,NC_002745.2,1705397,1705987,-,11
WP_000472302.1,NC_002745.2,1706141,1707403,-,11
WP_000127573.1,NC_002745.2,1707554,1708855,-,5
WP_001790560.1,NC_002745.2,1708903,1709013,-,9
WP_001280022.1,NC_002745.2,1709018,1709947,-,11
WP_000032657.1,NC_002745.2,1709966,1710574,-,11
WP_001138360.1,NC_002745.2,1710716,1711072,-,11
WP_001125540.1,NC_002745.2,1711119,1711319,-,9
WP_001791162.1,NC_002745.2,1711348,1711875,-,11
WP_000049145.1,NC_002745.2,1712104,1713597,-,11
WP_000435143.1,NC_002745.2,1714023,1715960,-,11
WP_001790562.1,NC_002745.2,1716158,1716280,-,11
WP_000808621.1,NC_002745.2,1716373,1717293,-,4
WP_000533479.1,NC_002745.2,1717293,1718693,-,11
WP_000650082.1,NC_002745.2,1718694,1719164,-,11
WP_000106141.1,NC_002745.2,1719375,1720400,-,11
WP_001127167.1,NC_002745.2,1720570,1721193,-,11
WP_001114454.1,NC_002745.2,1721209,1722081,-,4
WP_001038317.1,NC_002745.2,1722097,1724727,-,4
WP_000849428.1,NC_002745.2,1725021,1726508,-,8
WP_015445861.1,NC_002745.2,1727007,1728668,-,11
WP_000080028.1,NC_002745.2,1728668,1729372,-,11
WP_000123165.1,NC_002745.2,1729762,1731030,-,11
WP_000829167.1,NC_002745.2,1731079,1732200,-,11
WP_000818525.1,NC_002745.2,1732548,1733909,+,11
WP_001232648.1,NC_002745.2,1734257,1736014,-,11
WP_000717561.1,NC_002745.2,1736036,1737004,-,11
WP_000883648.1,NC_002745.2,1737273,1738217,-,11
WP_000471571.1,NC_002745.2,1738217,1739074,-,11
WP_000058389.1,NC_002745.2,1739269,1740498,-,11
WP_000226919.1,NC_002745.2,1740948,1744145,-,4
WP_000626082.1,NC_002745.2,1744166,1745107,-,11
WP_000160435.1,NC_002745.2,1745419,1746717,-,11
WP_000277602.1,NC_002745.2,1746922,1747335,+,11
WP_000777188.1,NC_002745.2,1747640,1748329,-,11
WP_000161666.1,NC_002745.2,1748504,1749559,+,11
WP_001789984.1,NC_002745.2,1749653,1749751,-,9
WP_000690007.1,NC_002745.2,1749875,1750993,-,11
WP_000634175.1,NC_002745.2,1751134,1751634,+,11
WP_000040063.1,NC_002745.2,1751880,1753082,-,11
WP_000840576.1,NC_002745.2,1753170,1754117,-,11
WP_000136260.1,NC_002745.2,1754240,1754734,-,11
WP_000365312.1,NC_002745.2,1754832,1755602,-,8
WP_000872660.1,NC_002745.2,1755646,1756869,-,11
WP_012840521.1,NC_002745.2,1756869,1758017,-,11
WP_000244866.1,NC_002745.2,1758381,1760075,-,11
WP_000207852.1,NC_002745.2,1760212,1760676,+,6
WP_000090512.1,NC_002745.2,1760920,1761522,+,11
WP_001557163.1,NC_002745.2,1761714,1763033,+,10
WP_000174284.1,NC_002745.2,1763258,1764001,-,4
WP_000553924.1,NC_002745.2,1764081,1764527,+,11
WP_000291420.1,NC_002745.2,1764642,1765799,+,11
WP_000808849.1,NC_002745.2,1765786,1767390,+,11
WP_031761395.1,NC_002745.2,1767484,1767579,+,9
WP_000721699.1,NC_002745.2,1767540,1768670,-,11
WP_000276367.1,NC_002745.2,1768777,1770243,-,8
WP_000287588.1,NC_002745.2,1770371,1770988,-,11
WP_001279338.1,NC_002745.2,1771160,1772434,+,11
WP_000186029.1,NC_002745.2,1772528,1773790,-,4
WP_000184370.1,NC_002745.2,1774172,1775077,+,9
WP_031761401.1,NC_002745.2,1775057,1775149,-,9
WP_001032807.1,NC_002745.2,1775280,1777955,-,11
WP_000927785.1,NC_002745.2,1777954,1778043,+,9
WP_000149407.1,NC_002745.2,1778288,1779955,-,11
WP_000862095.1,NC_002745.2,1780395,1782101,-,11
WP_001016004.1,NC_002745.2,1782270,1782902,+,11
WP_001184011.1,NC_002745.2,1782927,1784096,+,11
WP_000219066.1,NC_002745.2,1784194,1785183,-,11
WP_001788994.1,NC_002745.2,1785256,1785369,-,9
WP_000066378.1,NC_002745.2,1785723,1786814,-,11
WP_031761406.1,NC_002745.2,1787269,1787352,-,9
WP_000193903.1,NC_002745.2,1787508,1788866,-,11
WP_000383814.1,NC_002745.2,1788940,1789431,-,11
WP_000150169.1,NC_002745.2,1789505,1790818,-,11
WP_000118314.1,NC_002745.2,1790842,1794666,-,11
WP_001048368.1,NC_002745.2,1794687,1795283,-,11
WP_001091387.1,NC_002745.2,1795312,1796169,-,11
WP_000811163.1,NC_002745.2,1796269,1796580,-,11
WP_001024576.1,NC_002745.2,1796645,1797721,-,11
WP_000163826.1,NC_002745.2,1797808,1798119,+,11
WP_000689582.1,NC_002745.2,1798244,1799086,-,11
WP_001266161.1,NC_002745.2,1799557,1800201,-,11
WP_000434765.1,NC_002745.2,1800216,1801007,-,11
WP_000411084.1,NC_002745.2,1801557,1802405,-,11
WP_000265417.1,NC_002745.2,1802409,1803818,-,11
WP_001051856.1,NC_002745.2,1804376,1804798,-,11
WP_001217125.1,NC_002745.2,1804815,1805510,-,11
WP_000004335.1,NC_002745.2,1805507,1807168,-,8
WP_000285020.1,NC_002745.2,1807575,1808843,+,11
WP_001050566.1,NC_002745.2,1808960,1815520,-,11
WP_000836461.1,NC_002745.2,1815846,1816157,-,11
WP_001557386.1,NC_002745.2,1816179,1818596,-,4
WP_001025067.1,NC_002745.2,1818884,1820065,-,8
WP_000526539.1,NC_002745.2,1820175,1821128,+,4
WP_000764419.1,NC_002745.2,1821125,1821688,+,6
WP_000757543.1,NC_002745.2,1821811,1822212,-,11
WP_000266096.1,NC_002745.2,1822783,1823610,-,11
WP_001790712.1,NC_002745.2,1823613,1823732,-,9
WP_001196362.1,NC_002745.2,1823844,1824845,+,11
WP_001008549.1,NC_002745.2,1824967,1825431,-,11
WP_001159037.1,NC_002745.2,1825444,1826625,-,4
WP_000493887.1,NC_002745.2,1826636,1827268,-,11
WP_000077358.1,NC_002745.2,1827275,1828318,-,11
WP_001261668.1,NC_002745.2,1828799,1830301,-,11
WP_000221177.1,NC_002745.2,1830824,1831138,+,9
WP_000989121.1,NC_002745.2,1831138,1832430,+,8
WP_001032833.1,NC_002745.2,1832517,1833371,-,11
WP_000384171.1,NC_002745.2,1833647,1833871,-,9
WP_000671057.1,NC_002745.2,1834070,1834540,+,11
WP_001153742.1,NC_002745.2,1834653,1835096,+,9
WP_001030469.1,NC_002745.2,1835083,1835526,-,1
WP_001168903.1,NC_002745.2,1835822,1836457,+,8
WP_001096495.1,NC_002745.2,1836897,1837610,-,11
WP_000091442.1,NC_002745.2,1837870,1838172,+,11
WP_001200542.1,NC_002745.2,1838428,1838793,+,8
WP_000623470.1,NC_002745.2,1838790,1839143,+,8
WP_000453306.1,NC_002745.2,1841140,1841973,-,11
WP_000366163.1,NC_002745.2,1842185,1843093,-,11
WP_000933820.1,NC_002745.2,1843215,1844411,-,11
WP_000109906.1,NC_002745.2,1844783,1846375,+,11
WP_001822900.1,NC_002745.2,1846753,1847499,-,11
WP_000672013.1,NC_002745.2,1847504,1847977,-,11
WP_000718107.1,NC_002745.2,1848043,1848300,+,11
WP_000778528.1,NC_002745.2,1848297,1849298,-,4
WP_000348364.1,NC_002745.2,1849303,1850781,-,11
WP_012840523.1,NC_002745.2,1850940,1851395,-,11
WP_001795210.1,NC_002745.2,1851698,1852348,+,11
WP_000070642.1,NC_002745.2,1852429,1853424,+,11
WP_000669024.1,NC_002745.2,1853499,1854125,+,11
WP_000627540.1,NC_002745.2,1854166,1854507,+,9
WP_000414216.1,NC_002745.2,1854608,1855180,+,11
WP_001801861.1,NC_002745.2,1856535,1856630,+,9
WP_001792025.1,NC_002745.2,1856753,1856854,+,9
WP_001808705.1,NC_002745.2,1856978,1857388,-,4
WP_305956627.1,NC_002745.2,1857621,1857710,-,7
WP_000072627.1,NC_002745.2,1857930,1859159,-,11
WP_000028669.1,NC_002745.2,1859152,1860708,-,11
WP_001791797.1,NC_002745.2,1860872,1861006,-,9
WP_001038752.1,NC_002745.2,1861069,1861788,-,2
WP_001038704.1,NC_002745.2,1861946,1862665,-,11
WP_001038872.1,NC_002745.2,1862786,1863505,-,2
WP_001039454.1,NC_002745.2,1863563,1864285,-,11
WP_001039427.1,NC_002745.2,1864410,1865117,-,11
WP_001092780.1,NC_002745.2,1866080,1866661,+,11
WP_000550252.1,NC_002745.2,1867608,1868081,+,11
WP_000543854.1,NC_002745.2,1868086,1868877,+,11
WP_000216885.1,NC_002745.2,1868864,1868989,-,9
WP_000782463.1,NC_002745.2,1869247,1870230,-,1
WP_000473596.1,NC_002745.2,1870232,1871167,-,11
WP_000206343.1,NC_002745.2,1872531,1873319,+,11
WP_001253432.1,NC_002745.2,1874153,1874647,+,11
WP_020978245.1,NC_002745.2,1874695,1874961,+,11
WP_000848318.1,NC_002745.2,1874982,1875758,+,11
WP_000736712.1,NC_002745.2,1876310,1877086,-,11
WP_001236362.1,NC_002745.2,1877369,1878124,-,11
WP_000713847.1,NC_002745.2,1879088,1879816,-,11
WP_000821658.1,NC_002745.2,1879851,1880570,-,11
WP_010922839.1,NC_002745.2,1880851,1881633,-,11
WP_000132890.1,NC_002745.2,1882993,1883547,-,11
WP_000167542.1,NC_002745.2,1883870,1885270,-,11
WP_000162881.1,NC_002745.2,1885294,1886217,-,11
WP_000233526.1,NC_002745.2,1886275,1887312,-,11
WP_001790154.1,NC_002745.2,1887302,1887412,-,9
WP_000737976.1,NC_002745.2,1887575,1888078,+,11
WP_000551836.1,NC_002745.2,1888202,1889425,-,11
WP_000216874.1,NC_002745.2,1889418,1890158,-,11
WP_000004981.1,NC_002745.2,1890292,1890714,+,11
WP_000648118.1,NC_002745.2,1890856,1891221,+,11
WP_000477959.1,NC_002745.2,1891956,1892513,+,8
WP_000782121.1,NC_002745.2,1892718,1893680,+,5
WP_001244175.1,NC_002745.2,1893801,1894742,-,11
WP_000584628.1,NC_002745.2,1894739,1897675,-,11
WP_000238227.1,NC_002745.2,1897665,1898861,-,11
WP_001802255.1,NC_002745.2,1899152,1899250,-,9
WP_000290301.1,NC_002745.2,1899789,1900133,-,11
WP_000992518.1,NC_002745.2,1900202,1901326,-,11
WP_000375864.1,NC_002745.2,1901505,1901969,-,11
WP_001045135.1,NC_002745.2,1902325,1902948,-,11
WP_000437969.1,NC_002745.2,1902970,1904082,-,11
WP_000669376.1,NC_002745.2,1904245,1905066,+,11
WP_000116228.1,NC_002745.2,1905519,1906904,-,11
WP_000901023.1,NC_002745.2,1907100,1907495,-,1
WP_000031108.1,NC_002745.2,1908043,1908195,-,9
WP_001251224.1,NC_002745.2,1908220,1908819,-,11
WP_000181394.1,NC_002745.2,1908978,1909448,-,11
WP_000379980.1,NC_002745.2,1909453,1910580,-,11
WP_000590809.1,NC_002745.2,1910731,1911453,-,8
WP_000649908.1,NC_002745.2,1911446,1912903,-,11
WP_000063580.1,NC_002745.2,1913161,1914222,-,11
WP_001557163.1,NC_002745.2,1914806,1916125,+,10
WP_000110007.1,NC_002745.2,1924624,1925070,-,11
WP_000869446.1,NC_002745.2,1925167,1926117,-,4
WP_000939521.1,NC_002745.2,1926123,1926578,-,11
WP_001011595.1,NC_002745.2,1926659,1927948,+,11
WP_001236371.1,NC_002745.2,1928241,1929335,+,9
WP_000597238.1,NC_002745.2,1929525,1931261,-,11
WP_000251253.1,NC_002745.2,1931552,1932094,-,11
WP_000284765.1,NC_002745.2,1932397,1933434,-,4
WP_000379098.1,NC_002745.2,1933586,1934563,+,8
WP_000886462.1,NC_002745.2,1934824,1935660,-,9
WP_000535834.1,NC_002745.2,1935669,1937186,-,11
WP_000435806.1,NC_002745.2,1937201,1937515,-,11
WP_001124422.1,NC_002745.2,1937493,1938311,-,11
WP_000830380.1,NC_002745.2,1938571,1939380,-,11
WP_000163283.1,NC_002745.2,1939720,1940235,-,11
WP_001005407.1,NC_002745.2,1940366,1940527,-,9
WP_001089621.1,NC_002745.2,1940751,1941902,+,11
WP_000184383.1,NC_002745.2,1942162,1942692,-,11
WP_001795108.1,NC_002745.2,1942782,1944038,-,11
WP_000180460.1,NC_002745.2,1944041,1944241,-,11
WP_000228666.1,NC_002745.2,1944388,1944852,+,6
WP_000428172.1,NC_002745.2,1944859,1945134,+,11
WP_000037075.1,NC_002745.2,1945412,1946629,+,9
WP_000153535.1,NC_002745.2,1946742,1947371,-,7
WP_001017131.1,NC_002745.2,1947361,1948404,-,11
WP_000149064.1,NC_002745.2,1948401,1949102,-,8
WP_001110179.1,NC_002745.2,1949117,1949503,-,7
WP_000636142.1,NC_002745.2,1949720,1950478,-,11
WP_000999717.1,NC_002745.2,1951009,1951995,+,11
WP_001557448.1,NC_002745.2,1952426,1952839,-,11
WP_001790257.1,NC_002745.2,1952868,1952978,-,11
WP_000544969.1,NC_002745.2,1953064,1953795,-,11
WP_001250343.1,NC_002745.2,1953797,1955110,-,4
WP_000949467.1,NC_002745.2,1955402,1955902,+,11
WP_001790679.1,NC_002745.2,1955984,1956076,-,9
WP_000613738.1,NC_002745.2,1956292,1956846,+,11
WP_000140172.1,NC_002745.2,1956914,1957984,-,11
WP_000548781.1,NC_002745.2,1958231,1958761,-,9
WP_001147865.1,NC_002745.2,1958931,1960292,-,4
WP_001231451.1,NC_002745.2,1960373,1961320,-,11
WP_001789566.1,NC_002745.2,1961902,1962048,-,9
WP_000545370.1,NC_002745.2,1962088,1963515,-,5
WP_000027919.1,NC_002745.2,1963528,1964985,-,5
WP_000170162.1,NC_002745.2,1964987,1965289,-,11
WP_000957020.1,NC_002745.2,1965656,1967194,+,8
WP_000831700.1,NC_002745.2,1967283,1968482,-,11
WP_000774556.1,NC_002745.2,1968495,1970498,-,11
WP_000992924.1,NC_002745.2,1970502,1972694,-,11
WP_000272056.1,NC_002745.2,1972691,1973383,-,11
WP_001165363.1,NC_002745.2,1973555,1973857,-,3
WP_000572878.1,NC_002745.2,1973966,1975261,-,11
WP_000827746.1,NC_002745.2,1976121,1977287,+,11
WP_000434933.1,NC_002745.2,1977318,1977644,+,9
WP_000669862.1,NC_002745.2,1977936,1978109,-,9
WP_000011542.1,NC_002745.2,1978090,1978692,-,11
WP_000040866.1,NC_002745.2,1978963,1979784,-,11
WP_000284436.1,NC_002745.2,1979777,1981246,-,11
WP_000897635.1,NC_002745.2,1981430,1982506,+,4
WP_001177828.1,NC_002745.2,1982526,1983320,+,11
WP_001802312.1,NC_002745.2,1983392,1983499,+,9
WP_000323161.1,NC_002745.2,1983510,1985072,-,11
WP_000275727.1,NC_002745.2,1985277,1986374,-,11
WP_000149686.1,NC_002745.2,1986743,1987303,+,11
WP_001140871.1,NC_002745.2,1987356,1988285,+,11
WP_001792184.1,NC_002745.2,1988478,1988651,-,9
WP_001021210.1,NC_002745.2,1988703,1990082,+,4
WP_000181315.1,NC_002745.2,1990202,1991230,-,11
WP_000205106.1,NC_002745.2,1991500,1991901,+,3
WP_000267034.1,NC_002745.2,1992474,1992647,-,11
WP_001188043.1,NC_002745.2,1993098,1994138,+,11
WP_000713072.1,NC_002745.2,1994195,1995037,-,11
WP_001033971.1,NC_002745.2,1995034,1995591,-,11
WP_000966288.1,NC_002745.2,1995651,1996175,-,11
WP_000182842.1,NC_002745.2,1996296,1996859,+,4
WP_001221651.1,NC_002745.2,1996925,1997665,-,9
WP_000763043.1,NC_002745.2,1997665,1998537,-,11
WP_000645727.1,NC_002745.2,1998534,1999214,-,8
WP_000991306.1,NC_002745.2,1999215,2000111,-,11
WP_000691584.1,NC_002745.2,2000108,2000488,-,11
WP_000681968.1,NC_002745.2,2000746,2000922,-,9
WP_000990056.1,NC_002745.2,2001165,2001263,-,11
WP_001068542.1,NC_002745.2,2001463,2002749,+,5
WP_000671712.1,NC_002745.2,2003028,2003318,-,11
WP_001557458.1,NC_002745.2,2003333,2004763,-,11
WP_000239610.1,NC_002745.2,2005152,2005349,+,1
WP_000669789.1,NC_002745.2,2005721,2005900,+,9
WP_001791826.1,NC_002745.2,2006215,2006475,+,9
WP_000702262.1,NC_002745.2,2006528,2006878,-,6
WP_000727645.1,NC_002745.2,2007561,2008010,+,8
WP_000920042.1,NC_002745.2,2009086,2009577,-,11
WP_000861026.1,NC_002745.2,2009768,2010523,-,1
WP_000611512.1,NC_002745.2,2010535,2010789,-,1
WP_031762631.1,NC_002745.2,2010841,2010948,+,11
WP_000226108.1,NC_002745.2,2011001,2011135,-,9
WP_000034846.1,NC_002745.2,2011380,2012162,-,8
WP_000340977.1,NC_002745.2,2012574,2012948,-,11
WP_001262621.1,NC_002745.2,2013004,2013291,-,11
WP_001000058.1,NC_002745.2,2013337,2013489,-,9
WP_000582152.1,NC_002745.2,2013482,2017264,-,11
WP_000567396.1,NC_002745.2,2017280,2018764,-,2
WP_000504568.1,NC_002745.2,2018761,2023290,-,2
WP_001549167.1,NC_002745.2,2023347,2023484,-,9
WP_001096355.1,NC_002745.2,2023535,2023885,-,3
WP_000268740.1,NC_002745.2,2024201,2024845,-,2
WP_000565498.1,NC_002745.2,2024846,2025253,-,3
WP_000114226.1,NC_002745.2,2025250,2025654,-,11
WP_000755150.1,NC_002745.2,2025651,2026013,-,3
WP_000150936.1,NC_002745.2,2025997,2026281,-,9
WP_000238236.1,NC_002745.2,2026271,2026555,-,11
WP_000154559.1,NC_002745.2,2026575,2027720,-,5
WP_000642728.1,NC_002745.2,2027744,2028481,-,5
WP_000025274.1,NC_002745.2,2028465,2029652,-,11
WP_000625088.1,NC_002745.2,2029668,2031329,-,5
WP_000402904.1,NC_002745.2,2031326,2031670,-,11
WP_000988332.1,NC_002745.2,2031802,2032101,-,4
WP_000590122.1,NC_002745.2,2032333,2032749,-,11
WP_001557462.1,NC_002745.2,2032777,2032977,-,9
WP_000595265.1,NC_002745.2,2032977,2033126,-,7
WP_000195784.1,NC_002745.2,2033123,2033329,-,7
WP_001282077.1,NC_002745.2,2033326,2033571,-,9
WP_000185693.1,NC_002745.2,2033608,2034144,-,11
WP_001065108.1,NC_002745.2,2034141,2034386,-,9
WP_000221877.1,NC_002745.2,2034401,2034643,-,6
WP_000111491.1,NC_002745.2,2034646,2034903,-,6
WP_000101279.1,NC_002745.2,2034903,2035274,-,11
WP_000401969.1,NC_002745.2,2035287,2035691,-,11
WP_000338528.1,NC_002745.2,2035700,2035918,-,11
WP_000148333.1,NC_002745.2,2035925,2036818,-,4
WP_000934759.1,NC_002745.2,2036848,2037318,-,11
WP_064135358.1,NC_002745.2,2037319,2037936,-,6
WP_000180600.1,NC_002745.2,2038017,2038937,-,11
WP_000700554.1,NC_002745.2,2038939,2040882,-,6
WP_001205732.1,NC_002745.2,2040891,2041154,-,11
WP_000291510.1,NC_002745.2,2041163,2041423,-,11
WP_000165371.1,NC_002745.2,2041428,2041730,-,7
WP_000048129.1,NC_002745.2,2041825,2041986,-,9
WP_001120201.1,NC_002745.2,2041983,2042306,-,11
WP_000762521.1,NC_002745.2,2042361,2042741,+,11
WP_001148856.1,NC_002745.2,2042728,2042925,-,11
WP_001148605.1,NC_002745.2,2042941,2043693,-,11
WP_000128909.1,NC_002745.2,2043744,2044073,+,11
WP_001025404.1,NC_002745.2,2044062,2044277,-,7
WP_000854072.1,NC_002745.2,2044293,2044556,-,7
WP_001031454.1,NC_002745.2,2044690,2045403,+,11
WP_000759682.1,NC_002745.2,2045419,2046351,+,4
WP_000591749.1,NC_002745.2,2046357,2046698,+,11
WP_000694772.1,NC_002745.2,2046902,2047084,+,7
WP_001558608.1,NC_002745.2,2047184,2048167,+,8
WP_000427213.1,NC_002745.2,2048178,2048420,+,9
WP_000857180.1,NC_002745.2,2048483,2049520,+,10
WP_000595392.1,NC_002745.2,2050639,2051655,-,11
WP_000791411.1,NC_002745.2,2051677,2052732,-,4
WP_000206625.1,NC_002745.2,2053168,2054391,+,11
WP_001045079.1,NC_002745.2,2054835,2056142,+,11
WP_000746599.1,NC_002745.2,2057159,2057881,+,11
WP_000278088.1,NC_002745.2,2058050,2058850,-,11
WP_001035616.1,NC_002745.2,2059637,2060197,+,11
WP_001035599.1,NC_002745.2,2061076,2061780,+,9
WP_001293088.1,NC_002745.2,2061935,2062504,-,5
WP_000358774.1,NC_002745.2,2062501,2062842,-,9
WP_000771368.1,NC_002745.2,2062845,2063372,-,5
WP_000448770.1,NC_002745.2,2063423,2063641,-,9
WP_000846280.1,NC_002745.2,2063659,2064237,-,9
WP_001190615.1,NC_002745.2,2064249,2064590,-,11
WP_001047698.1,NC_002745.2,2065040,2065681,-,9
WP_000356942.1,NC_002745.2,2065678,2066058,-,11
WP_000447473.1,NC_002745.2,2066368,2068077,-,4
WP_001002689.1,NC_002745.2,2068091,2068960,-,4
WP_001078344.1,NC_002745.2,2069025,2069351,-,9
WP_001058495.1,NC_002745.2,2069354,2069563,-,9
WP_000784885.1,NC_002745.2,2069556,2069702,-,9
WP_000481967.1,NC_002745.2,2069699,2070016,-,9
WP_000153640.1,NC_002745.2,2070021,2070239,-,7
WP_000620857.1,NC_002745.2,2070412,2071086,+,7
WP_000179343.1,NC_002745.2,2071100,2072272,+,10
WP_000240642.1,NC_002745.2,2072341,2073957,-,11
WP_000917289.1,NC_002745.2,2074033,2074317,-,6
WP_000197635.1,NC_002745.2,2074492,2075235,+,8
WP_000120296.1,NC_002745.2,2075260,2076507,-,11
WP_000522381.1,NC_002745.2,2076704,2077330,+,11
WP_000867951.1,NC_002745.2,2077691,2078476,+,11
WP_000046022.1,NC_002745.2,2079076,2079156,-,9
WP_001105696.1,NC_002745.2,2079446,2080009,+,11
WP_001094921.1,NC_002745.2,2080012,2080155,+,11
WP_000688492.1,NC_002745.2,2081487,2082203,+,11
WP_001253312.1,NC_002745.2,2082572,2083531,-,11
WP_000141432.1,NC_002745.2,2083528,2085012,-,11
WP_000790331.1,NC_002745.2,2085161,2086111,-,11
WP_001052270.1,NC_002745.2,2086294,2087544,-,8
WP_000581076.1,NC_002745.2,2087752,2087976,-,11
WP_000266884.1,NC_002745.2,2088036,2089115,-,8
WP_001283612.1,NC_002745.2,2089419,2090054,-,11
WP_000602057.1,NC_002745.2,2090307,2092235,+,11
WP_001792272.1,NC_002745.2,2092380,2092508,-,9
WP_000106332.1,NC_002745.2,2092597,2094207,+,9
WP_000159041.1,NC_002745.2,2094522,2095547,-,11
WP_000372758.1,NC_002745.2,2095540,2096004,-,11
WP_001086737.1,NC_002745.2,2095977,2096639,-,5
WP_000590805.1,NC_002745.2,2096620,2097081,-,11
WP_001789600.1,NC_002745.2,2097119,2097274,+,9
WP_001255780.1,NC_002745.2,2097592,2099280,+,11
WP_000047811.1,NC_002745.2,2099308,2101077,+,11
WP_000196911.1,NC_002745.2,2101077,2101331,+,9
WP_000214552.1,NC_002745.2,2101468,2102472,+,11
WP_000094583.1,NC_002745.2,2102502,2104031,+,11
WP_000221945.1,NC_002745.2,2104034,2105080,+,11
WP_000531823.1,NC_002745.2,2105094,2106464,+,11
WP_000718953.1,NC_002745.2,2106465,2107037,+,11
WP_000216856.1,NC_002745.2,2107052,2108320,+,11
WP_001058111.1,NC_002745.2,2115118,2115573,-,4
WP_000370122.1,NC_002745.2,2115566,2117716,-,11
WP_001041111.1,NC_002745.2,2118150,2118920,-,7
WP_001190829.1,NC_002745.2,2118895,2119374,-,11
WP_001052491.1,NC_002745.2,2119376,2119702,-,11
WP_000390829.1,NC_002745.2,2119821,2120822,-,11
WP_000621175.1,NC_002745.2,2121172,2121534,-,11
WP_000948331.1,NC_002745.2,2121531,2121701,-,9
WP_001281154.1,NC_002745.2,2121786,2122934,-,11
WP_000581197.1,NC_002745.2,2123000,2123359,-,11
WP_001205912.1,NC_002745.2,2123363,2123854,-,8
WP_001294626.1,NC_002745.2,2123841,2125424,-,11
WP_001287087.1,NC_002745.2,2125417,2125896,-,9
WP_001092411.1,NC_002745.2,2126104,2126664,-,11
WP_000546611.1,NC_002745.2,2126684,2128711,-,6
WP_000402651.1,NC_002745.2,2128730,2130406,-,11
WP_001789641.1,NC_002745.2,2130430,2130540,-,9
WP_000072278.1,NC_002745.2,2130678,2133335,+,11
WP_001190841.1,NC_002745.2,2133335,2134030,+,11
WP_001557163.1,NC_002745.2,2134414,2135733,-,10
WP_001178942.1,NC_002745.2,2135902,2137422,-,11
WP_000611464.1,NC_002745.2,2137939,2139297,-,11
WP_000159631.1,NC_002745.2,2139312,2140382,-,11
WP_001109939.1,NC_002745.2,2140700,2141902,+,8
WP_000828354.1,NC_002745.2,2142166,2142303,-,9
WP_000581792.1,NC_002745.2,2142431,2142640,-,9
WP_000138932.1,NC_002745.2,2142652,2142945,-,11
WP_000571549.1,NC_002745.2,2143111,2144595,+,11
WP_001187630.1,NC_002745.2,2144623,2145270,+,11
