id,function,function_num
WP_000642854.1,no_hit,11
WP_000643195.1,lysis,1
WP_000643340.1,no_hit,11
WP_000644686.1,no_hit,11
WP_000644741.1,unknown_function,9
WP_000644904.1,dna_rna_and_nucleotide_metabolism,4
WP_000645203.1,no_hit,11
WP_000645404.1,no_hit,11
WP_000646017.1,other,6
WP_000646033.1,no_hit,11
WP_000646078.1,dna_rna_and_nucleotide_metabolism,4
WP_000646142.1,no_hit,11
WP_000646830.1,no_hit,11
WP_000647284.1,unknown_function,9
WP_000647911.1,no_hit,11
WP_000648420.1,unknown_function,9
WP_000648586.1,no_hit,11
WP_000649751.1,no_hit,11
WP_000649827.1,no_hit,11
WP_000650337.1,no_hit,11
WP_000651286.1,no_hit,11
WP_000651595.1,other,6
WP_000652782.1,no_hit,11
WP_000653944.1,dna_rna_and_nucleotide_metabolism,4
WP_000654503.1,no_hit,11
WP_000654618.1,no_hit,11
WP_000654815.1,unknown_function,9
WP_000655510.1,no_hit,11
WP_000655821.1,unknown_function,9
WP_000655986.1,no_hit,11
WP_000656027.1,no_hit,11
WP_000657677.1,no_hit,11
WP_000658575.1,no_hit,11
WP_000658652.1,no_hit,11
WP_000660231.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000660483.1,no_hit,11
WP_000660586.1,unknown_function,9
WP_000660766.1,no_hit,11
WP_000661054.1,tail,2
WP_000661633.1,other,6
WP_000662427.1,no_hit,11
WP_000664215.1,unknown_function,9
WP_000665217.1,no_hit,11
WP_000665308.1,tail,2
WP_000665680.1,no_hit,11
WP_000666089.1,unknown_function,9
WP_000667043.1,no_hit,11
WP_000667319.1,dna_rna_and_nucleotide_metabolism,4
WP_000667528.1,tail,2
WP_000668700.1,no_hit,11
WP_000669785.1,no_hit,11
WP_000669834.1,no_hit,11
WP_000670562.1,no_hit,11
WP_000670998.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000671582.1,no_hit,11
WP_000671689.1,unknown_function,9
WP_000671724.1,connector,3
WP_000672328.1,dna_rna_and_nucleotide_metabolism,4
WP_000673362.1,no_hit,11
WP_000673430.1,no_hit,11
WP_000673464.1,dna_rna_and_nucleotide_metabolism,4
WP_000673572.1,dna_rna_and_nucleotide_metabolism,4
WP_000673937.1,no_hit,11
WP_000674319.1,no_hit,11
WP_000675084.1,tail,2
WP_000675144.1,no_hit,11
WP_000675435.1,no_hit,11
WP_000675516.1,other,6
WP_000675739.1,no_hit,11
WP_000675931.1,lysis,1
WP_000676061.1,no_hit,11
WP_000677094.1,connector,3
WP_000677409.1,no_hit,11
WP_000678201.1,no_hit,11
WP_000678646.1,no_hit,11
WP_000678969.1,no_hit,11
WP_000679812.1,no_hit,11
WP_000679972.1,no_hit,11
WP_000680307.1,no_hit,11
WP_000680348.1,transcription_regulation,7
WP_000681108.1,unknown_function,9
WP_000681368.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000681927.1,dna_rna_and_nucleotide_metabolism,4
WP_000682524.1,unknown_function,9
WP_000682830.1,no_hit,11
WP_000683035.1,no_hit,11
WP_000683063.1,connector,3
WP_000683105.1,connector,3
WP_000683335.1,other,6
WP_000683609.1,unknown_function,9
WP_000683769.1,no_hit,11
WP_000684321.1,no_hit,11
WP_000684824.1,dna_rna_and_nucleotide_metabolism,4
WP_000685029.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000686620.1,no_hit,11
WP_000686723.1,no_hit,11
WP_000687164.1,no_hit,11
WP_000687183.1,no_hit,11
WP_000687756.1,dna_rna_and_nucleotide_metabolism,4
WP_000687872.1,unknown_function,9
WP_000689228.1,unknown_function,9
WP_000689844.1,other,6
WP_000690236.1,dna_rna_and_nucleotide_metabolism,4
WP_000691070.1,tail,2
WP_000691354.1,no_hit,11
WP_000691382.1,no_hit,11
WP_000691708.1,unknown_function,9
WP_000691929.1,lysis,1
WP_000691952.1,no_hit,11
WP_000692156.1,no_hit,11
WP_000692204.1,no_hit,11
WP_000692767.1,other,6
WP_000693855.1,transcription_regulation,7
WP_000694687.1,no_hit,11
WP_000695038.1,dna_rna_and_nucleotide_metabolism,4
WP_000695220.1,no_hit,11
WP_000695387.1,no_hit,11
WP_000695517.1,no_hit,11
WP_000695554.1,no_hit,11
WP_000695640.1,no_hit,11
WP_000695690.1,no_hit,11
WP_000697915.1,no_hit,11
WP_000698892.1,no_hit,11
WP_000699109.1,no_hit,11
WP_000699232.1,dna_rna_and_nucleotide_metabolism,4
WP_000699662.1,no_hit,11
WP_000699809.1,no_hit,11
WP_000700703.1,no_hit,11
WP_000701046.1,no_hit,11
WP_000701842.1,no_hit,11
WP_000702307.1,no_hit,11
WP_000702395.1,no_hit,11
WP_000702550.1,dna_rna_and_nucleotide_metabolism,4
WP_000702660.1,dna_rna_and_nucleotide_metabolism,4
WP_000702797.1,unknown_function,9
WP_000702966.1,no_hit,11
WP_000703914.1,no_hit,11
WP_000703959.1,lysis,1
WP_000704176.1,no_hit,11
WP_000704522.1,no_hit,11
WP_000704871.1,head_and_packaging,5
WP_000704989.1,unknown_function,9
WP_000705189.1,no_hit,11
WP_000705454.1,other,6
WP_000705621.1,transcription_regulation,7
WP_000705685.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000705859.1,no_hit,11
WP_000706257.1,tail,2
WP_000706310.1,unknown_function,9
WP_000706350.1,no_hit,11
WP_000708307.1,unknown_function,9
WP_000708312.1,dna_rna_and_nucleotide_metabolism,4
WP_000708496.1,dna_rna_and_nucleotide_metabolism,4
WP_000708998.1,no_hit,11
WP_000709077.1,integration_and_excision,10
WP_000709670.1,no_hit,11
WP_000709868.1,no_hit,11
WP_000710390.1,other,6
WP_000710619.1,no_hit,11
WP_000710769.1,no_hit,11
WP_000711018.1,transcription_regulation,7
WP_000712658.1,no_hit,11
WP_000713562.1,no_hit,11
WP_000714550.1,unknown_function,9
WP_000715214.1,no_hit,11
WP_000716189.1,no_hit,11
WP_000716386.1,no_hit,11
WP_000716940.1,dna_rna_and_nucleotide_metabolism,4
WP_000717113.1,no_hit,11
WP_000717694.1,connector,3
WP_000717860.1,transcription_regulation,7
WP_000718330.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000718899.1,no_hit,11
WP_000718995.1,other,6
WP_000719088.1,no_hit,11
WP_000719886.1,no_hit,11
WP_000719990.1,connector,3
WP_000720639.1,unknown_function,9
WP_000721150.1,no_hit,11
WP_000722803.1,tail,2
WP_000722948.1,other,6
WP_000723631.1,no_hit,11
WP_000723716.1,no_hit,11
WP_000723942.1,tail,2
WP_000724200.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000725342.1,no_hit,11
WP_000726734.1,no_hit,11
WP_000726755.1,lysis,1
WP_000729117.1,other,6
WP_000729155.1,no_hit,11
WP_000729185.1,connector,3
WP_000729611.1,other,6
WP_000729705.1,no_hit,11
WP_000730263.1,no_hit,11
WP_000730722.1,transcription_regulation,7
WP_000730817.1,no_hit,11
WP_000730972.1,no_hit,11
WP_000731827.1,unknown_function,9
WP_000732240.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000732491.1,unknown_function,9
WP_000733399.1,no_hit,11
WP_000733592.1,no_hit,11
WP_000733890.1,no_hit,11
WP_000734215.1,head_and_packaging,5
WP_000734287.1,other,6
WP_000734304.1,no_hit,11
WP_000735246.1,no_hit,11
WP_000735274.1,no_hit,11
WP_000735407.1,no_hit,11
WP_000735648.1,no_hit,11
WP_000735655.1,unknown_function,9
WP_000736023.1,other,6
WP_000736151.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000736261.1,no_hit,11
WP_000736588.1,lysis,1
WP_000736862.1,unknown_function,9
WP_000737014.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000737224.1,tail,2
WP_000737329.1,no_hit,11
WP_000737621.1,no_hit,11
WP_000738080.1,no_hit,11
WP_000738423.1,no_hit,11
WP_000738495.1,no_hit,11
WP_000738579.1,no_hit,11
WP_000738742.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000739054.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000739143.1,unknown_function,9
WP_000739863.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000740078.1,no_hit,11
WP_000740142.1,no_hit,11
WP_000740479.1,unknown_function,9
WP_000741164.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000741454.1,integration_and_excision,10
WP_000741620.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000741836.1,no_hit,11
WP_000741874.1,tail,2
WP_000742111.1,no_hit,11
WP_000742143.1,other,6
WP_000742329.1,tail,2
WP_000743199.1,no_hit,11
WP_000743444.1,no_hit,11
WP_000745249.1,no_hit,11
WP_000745483.1,unknown_function,9
WP_000745731.1,tail,2
WP_000746183.1,head_and_packaging,5
WP_000746206.1,no_hit,11
WP_000746343.1,integration_and_excision,10
WP_000746446.1,no_hit,11
WP_000747329.1,no_hit,11
WP_000747625.1,tail,2
WP_000747948.1,transcription_regulation,7
WP_000748238.1,no_hit,11
WP_000748496.1,dna_rna_and_nucleotide_metabolism,4
WP_000749261.1,no_hit,11
WP_000749881.1,no_hit,11
WP_000749921.1,no_hit,11
WP_000750155.1,tail,2
WP_000750295.1,no_hit,11
WP_000750335.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000750398.1,unknown_function,9
WP_000750416.1,lysis,1
WP_000750511.1,tail,2
WP_000751612.1,no_hit,11
WP_000752026.1,no_hit,11
WP_000752984.1,connector,3
WP_000753589.1,dna_rna_and_nucleotide_metabolism,4
WP_000753709.1,no_hit,11
WP_000753946.1,tail,2
WP_000754765.1,no_hit,11
WP_000755178.1,head_and_packaging,5
WP_000756550.1,lysis,1
WP_000756565.1,no_hit,11
WP_000756596.1,no_hit,11
WP_000756855.1,no_hit,11
WP_000756950.1,unknown_function,9
WP_000757333.1,head_and_packaging,5
WP_000758066.1,head_and_packaging,5
WP_000758167.1,no_hit,11
WP_000758655.1,unknown_function,9
WP_000758914.1,no_hit,11
WP_000758956.1,head_and_packaging,5
WP_000759107.1,no_hit,11
WP_000759316.1,no_hit,11
WP_000759881.1,unknown_function,9
WP_000759928.1,tail,2
WP_000760654.1,no_hit,11
WP_000761268.1,no_hit,11
WP_000762192.1,no_hit,11
WP_000762229.1,dna_rna_and_nucleotide_metabolism,4
WP_000762401.1,dna_rna_and_nucleotide_metabolism,4
WP_000763151.1,lysis,1
WP_000763330.1,no_hit,11
WP_000763503.1,no_hit,11
WP_000763742.1,no_hit,11
WP_000763867.1,no_hit,11
WP_000764731.1,other,6
WP_000765172.1,dna_rna_and_nucleotide_metabolism,4
WP_000765181.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000765604.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000765749.1,no_hit,11
WP_000765822.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000766100.1,head_and_packaging,5
WP_000766134.1,no_hit,11
WP_000766796.1,integration_and_excision,10
WP_000767113.1,no_hit,11
WP_000767329.1,integration_and_excision,10
WP_000767391.1,no_hit,11
WP_000767654.1,no_hit,11
WP_000767724.1,no_hit,11
WP_000768382.1,no_hit,11
WP_000769322.1,no_hit,11
WP_000769961.1,no_hit,11
WP_000770084.1,tail,2
WP_000770178.1,no_hit,11
WP_000770850.1,no_hit,11
WP_000770953.1,no_hit,11
WP_000771396.1,tail,2
WP_000771428.1,tail,2
WP_000771719.1,no_hit,11
WP_000772019.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000772446.1,dna_rna_and_nucleotide_metabolism,4
WP_000772452.1,other,6
WP_000772662.1,integration_and_excision,10
WP_000772746.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000772884.1,no_hit,11
WP_000772953.1,no_hit,11
WP_000773278.1,no_hit,11
WP_000774161.1,other,6
WP_000774504.1,dna_rna_and_nucleotide_metabolism,4
WP_000774731.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000774978.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000775497.1,lysis,1
WP_000775540.1,no_hit,11
WP_000775783.1,no_hit,11
WP_000775988.1,dna_rna_and_nucleotide_metabolism,4
WP_000776104.1,no_hit,11
WP_000776191.1,no_hit,11
WP_000776253.1,no_hit,11
WP_000776388.1,no_hit,11
WP_000776517.1,no_hit,11
WP_000776550.1,no_hit,11
WP_000776555.1,head_and_packaging,5
WP_000776768.1,no_hit,11
WP_000777275.1,dna_rna_and_nucleotide_metabolism,4
WP_000777971.1,no_hit,11
WP_000778047.1,dna_rna_and_nucleotide_metabolism,4
WP_000778147.1,unknown_function,9
WP_000778769.1,connector,3
WP_000779288.1,head_and_packaging,5
WP_000779412.1,no_hit,11
WP_000779468.1,no_hit,11
WP_000779800.1,no_hit,11
WP_000779831.1,no_hit,11
WP_000780338.1,connector,3
WP_000780572.1,lysis,1
WP_000780681.1,unknown_function,9
WP_000780912.1,no_hit,11
WP_000781063.1,no_hit,11
WP_000781198.1,no_hit,11
WP_000781883.1,no_hit,11
WP_000783120.1,no_hit,11
WP_000784324.1,no_hit,11
WP_000784348.1,head_and_packaging,5
WP_000784447.1,no_hit,11
WP_000784815.1,no_hit,11
WP_000785149.1,no_hit,11
WP_000785302.1,tail,2
WP_000785599.1,no_hit,11
WP_000785722.1,lysis,1
WP_000785835.1,other,6
WP_000786000.1,no_hit,11
WP_000786278.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000786353.1,dna_rna_and_nucleotide_metabolism,4
WP_000786399.1,no_hit,11
WP_000786626.1,no_hit,11
WP_000786908.1,no_hit,11
WP_000787124.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000787428.1,transcription_regulation,7
WP_000788751.1,dna_rna_and_nucleotide_metabolism,4
WP_000788869.1,dna_rna_and_nucleotide_metabolism,4
WP_000788936.1,no_hit,11
WP_000789502.1,no_hit,11
WP_000789589.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000789986.1,no_hit,11
WP_000790168.1,dna_rna_and_nucleotide_metabolism,4
WP_000790456.1,dna_rna_and_nucleotide_metabolism,4
WP_000790504.1,no_hit,11
WP_000790583.1,integration_and_excision,10
WP_000790641.1,no_hit,11
WP_000791650.1,no_hit,11
WP_000792318.1,lysis,1
WP_000792970.1,unknown_function,9
WP_000794741.1,no_hit,11
WP_000795547.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000795630.1,no_hit,11
WP_000796272.1,no_hit,11
WP_000796310.1,no_hit,11
WP_000796474.1,no_hit,11
WP_000796528.1,unknown_function,9
WP_000796968.1,unknown_function,9
WP_000797372.1,dna_rna_and_nucleotide_metabolism,4
WP_000797566.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000797656.1,unknown_function,9
WP_000797966.1,no_hit,11
WP_000798125.1,no_hit,11
WP_000798871.1,no_hit,11
WP_000799175.1,no_hit,11
WP_000799385.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000799861.1,unknown_function,9
WP_000799889.1,no_hit,11
WP_000799911.1,dna_rna_and_nucleotide_metabolism,4
WP_000799956.1,no_hit,11
WP_000800153.1,no_hit,11
WP_000800183.1,other,6
WP_000800457.1,head_and_packaging,5
WP_000800512.1,no_hit,11
WP_000800629.1,no_hit,11
WP_000801125.1,no_hit,11
WP_000801382.1,dna_rna_and_nucleotide_metabolism,4
WP_000801803.1,no_hit,11
WP_000801912.1,no_hit,11
WP_000802080.1,no_hit,11
WP_000802226.1,tail,2
WP_000802514.1,no_hit,11
WP_000803190.1,head_and_packaging,5
WP_000803334.1,other,6
WP_000803524.1,unknown_function,9
WP_000803687.1,no_hit,11
WP_000803797.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000803992.1,no_hit,11
WP_000803998.1,no_hit,11
WP_000804045.1,tail,2
WP_000804405.1,no_hit,11
WP_000804528.1,no_hit,11
WP_000804543.1,no_hit,11
WP_000804726.1,no_hit,11
WP_000804928.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000805027.1,dna_rna_and_nucleotide_metabolism,4
WP_000805428.1,unknown_function,9
WP_000805473.1,no_hit,11
WP_000805650.1,other,6
WP_000805884.1,dna_rna_and_nucleotide_metabolism,4
WP_000805929.1,no_hit,11
WP_000806161.1,no_hit,11
WP_000806411.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000806442.1,transcription_regulation,7
WP_000806638.1,integration_and_excision,10
WP_000807125.1,no_hit,11
WP_000807197.1,tail,2
WP_000807362.1,no_hit,11
WP_000807584.1,transcription_regulation,7
WP_000807651.1,unknown_function,9
WP_000807753.1,no_hit,11
WP_000807953.1,tail,2
WP_000808338.1,no_hit,11
WP_000808390.1,no_hit,11
WP_000808667.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000809051.1,head_and_packaging,5
WP_000809182.1,unknown_function,9
WP_000809262.1,no_hit,11
WP_000809770.1,dna_rna_and_nucleotide_metabolism,4
WP_000810293.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000811067.1,no_hit,11
WP_000811566.1,no_hit,11
WP_000811924.1,no_hit,11
WP_000812053.1,tail,2
WP_000812736.1,other,6
WP_000812807.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000812974.1,no_hit,11
WP_000813037.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000813185.1,dna_rna_and_nucleotide_metabolism,4
WP_000813254.1,lysis,1
WP_000813258.1,lysis,1
WP_000813634.1,unknown_function,9
WP_000813794.1,transcription_regulation,7
WP_000813860.1,transcription_regulation,7
WP_000813947.1,no_hit,11
WP_000815059.1,no_hit,11
WP_000815358.1,no_hit,11
WP_000815412.1,no_hit,11
WP_000815575.1,no_hit,11
WP_000815971.1,no_hit,11
WP_000816232.1,dna_rna_and_nucleotide_metabolism,4
WP_000816280.1,no_hit,11
WP_000816471.1,no_hit,11
WP_000817031.1,no_hit,11
WP_000817098.1,tail,2
WP_000817183.1,no_hit,11
WP_000817243.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000817685.1,integration_and_excision,10
WP_000818114.1,no_hit,11
WP_000818246.1,no_hit,11
WP_000818414.1,other,6
WP_000818441.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000818601.1,transcription_regulation,7
WP_000818618.1,no_hit,11
WP_000818900.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000819012.1,dna_rna_and_nucleotide_metabolism,4
WP_000820483.1,tail,2
WP_000820629.1,transcription_regulation,7
WP_000820639.1,unknown_function,9
WP_000820735.1,no_hit,11
WP_000820782.1,no_hit,11
WP_000821756.1,no_hit,11
WP_000822268.1,no_hit,11
WP_000822672.1,no_hit,11
WP_000822720.1,unknown_function,9
WP_000823288.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000823885.1,lysis,1
WP_000823897.1,unknown_function,9
WP_000824123.1,no_hit,11
WP_000824439.1,no_hit,11
WP_000825463.1,no_hit,11
WP_000825602.1,no_hit,11
WP_000825639.1,lysis,1
WP_000825700.1,no_hit,11
WP_000825801.1,dna_rna_and_nucleotide_metabolism,4
WP_000825994.1,no_hit,11
WP_000826499.1,no_hit,11
WP_000826732.1,unknown_function,9
WP_000827117.1,no_hit,11
WP_000827370.1,no_hit,11
WP_000828222.1,no_hit,11
WP_000828351.1,dna_rna_and_nucleotide_metabolism,4
WP_000828465.1,no_hit,11
WP_000828648.1,unknown_function,9
WP_000829013.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000829232.1,no_hit,11
WP_000829317.1,dna_rna_and_nucleotide_metabolism,4
WP_000829415.1,unknown_function,9
WP_000829498.1,no_hit,11
WP_000829798.1,no_hit,11
WP_000829818.1,connector,3
WP_000830337.1,other,6
WP_000830577.1,no_hit,11
WP_000830741.1,no_hit,11
WP_000831330.1,unknown_function,9
WP_000831543.1,no_hit,11
WP_000831622.1,no_hit,11
WP_000831640.1,lysis,1
WP_000831796.1,head_and_packaging,5
WP_000832132.1,no_hit,11
WP_000832227.1,tail,2
WP_000832417.1,tail,2
WP_000832551.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000833288.1,no_hit,11
WP_000833393.1,no_hit,11
WP_000833470.1,transcription_regulation,7
WP_000833582.1,no_hit,11
WP_000833626.1,unknown_function,9
WP_000833686.1,no_hit,11
WP_000834456.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000835042.1,no_hit,11
WP_000835174.1,no_hit,11
WP_000835281.1,no_hit,11
WP_000835328.1,no_hit,11
WP_000835763.1,lysis,1
WP_000836900.1,no_hit,11
WP_000836936.1,no_hit,11
WP_000837557.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000838077.1,no_hit,11
WP_000838261.1,no_hit,11
WP_000838374.1,unknown_function,9
WP_000838887.1,no_hit,11
WP_000838957.1,no_hit,11
WP_000839159.1,no_hit,11
WP_000839224.1,no_hit,11
WP_000839282.1,unknown_function,9
WP_000839815.1,no_hit,11
WP_000839950.1,dna_rna_and_nucleotide_metabolism,4
WP_000840323.1,tail,2
WP_000840472.1,transcription_regulation,7
WP_000840481.1,no_hit,11
WP_000841001.1,no_hit,11
WP_000841554.1,unknown_function,9
WP_000842102.1,other,6
WP_000842823.1,dna_rna_and_nucleotide_metabolism,4
WP_000842944.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000843091.1,no_hit,11
WP_000843419.1,no_hit,11
WP_000843566.1,unknown_function,9
WP_000843866.1,no_hit,11
WP_000843907.1,no_hit,11
WP_000844063.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000844219.1,no_hit,11
WP_000844302.1,no_hit,11
WP_000844800.1,unknown_function,9
WP_000844886.1,no_hit,11
WP_000845107.1,no_hit,11
WP_000845408.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000845908.1,no_hit,11
WP_000846238.1,no_hit,11
WP_000846342.1,integration_and_excision,10
WP_000846399.1,tail,2
WP_000846711.1,no_hit,11
WP_000847298.1,tail,2
WP_000847331.1,tail,2
WP_000847449.1,no_hit,11
WP_000847559.1,dna_rna_and_nucleotide_metabolism,4
WP_000847791.1,no_hit,11
WP_000847833.1,no_hit,11
WP_000847882.1,no_hit,11
WP_000848437.1,no_hit,11
WP_000848536.1,lysis,1
WP_000848663.1,no_hit,11
WP_000849216.1,no_hit,11
WP_000849297.1,head_and_packaging,5
WP_000850325.1,no_hit,11
WP_000850550.1,no_hit,11
WP_000850822.1,head_and_packaging,5
WP_000850854.1,transcription_regulation,7
WP_000851737.1,integration_and_excision,10
WP_000851995.1,no_hit,11
WP_000852126.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000852148.1,no_hit,11
WP_000852282.1,no_hit,11
WP_000852378.1,transcription_regulation,7
WP_000852688.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000852812.1,transcription_regulation,7
WP_000852835.1,dna_rna_and_nucleotide_metabolism,4
WP_000853048.1,no_hit,11
WP_000853230.1,no_hit,11
WP_000853421.1,tail,2
WP_000853749.1,other,6
WP_000853846.1,no_hit,11
WP_000853959.1,no_hit,11
WP_000854038.1,no_hit,11
WP_000854442.1,no_hit,11
WP_000854633.1,no_hit,11
WP_000854701.1,unknown_function,9
WP_000854987.1,no_hit,11
WP_000855117.1,connector,3
WP_000855395.1,no_hit,11
WP_000856330.1,no_hit,11
WP_000856687.1,lysis,1
WP_000856744.1,no_hit,11
WP_000856824.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000857037.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000857257.1,no_hit,11
WP_000857405.1,no_hit,11
WP_000857854.1,no_hit,11
WP_000858193.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000858212.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000858548.1,no_hit,11
WP_000859148.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000859816.1,tail,2
WP_000859929.1,dna_rna_and_nucleotide_metabolism,4
WP_000860023.1,no_hit,11
WP_000860079.1,no_hit,11
WP_000860179.1,no_hit,11
WP_000860282.1,dna_rna_and_nucleotide_metabolism,4
WP_000861334.1,other,6
WP_000861740.1,dna_rna_and_nucleotide_metabolism,4
WP_000862346.1,no_hit,11
WP_000862703.1,integration_and_excision,10
WP_000863205.1,head_and_packaging,5
WP_000864901.1,tail,2
WP_000865479.1,lysis,1
WP_000865552.1,no_hit,11
WP_000866436.1,unknown_function,9
WP_000866672.1,no_hit,11
WP_000866861.1,other,6
WP_000867143.1,no_hit,11
WP_000867217.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000867498.1,no_hit,11
WP_000867641.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000868187.1,unknown_function,9
WP_000868321.1,no_hit,11
WP_000869160.1,no_hit,11
WP_000870710.1,other,6
WP_000870913.1,no_hit,11
WP_000871478.1,head_and_packaging,5
WP_000871982.1,lysis,1
WP_000872005.1,no_hit,11
WP_000872798.1,no_hit,11
WP_000872908.1,no_hit,11
WP_000873809.1,no_hit,11
WP_000873894.1,no_hit,11
WP_000874227.1,other,6
WP_000874362.1,connector,3
WP_000874536.1,no_hit,11
WP_000874954.1,no_hit,11
WP_000875023.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000875215.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000875246.1,unknown_function,9
WP_000875487.1,no_hit,11
WP_000876002.1,no_hit,11
WP_000876292.1,lysis,1
WP_000876770.1,tail,2
WP_000877099.1,no_hit,11
WP_000877161.1,no_hit,11
WP_000877779.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000878140.1,no_hit,11
WP_000878903.1,other,6
WP_000879194.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000879314.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000879706.1,tail,2
WP_000880182.1,no_hit,11
WP_000880885.1,unknown_function,9
WP_000880924.1,no_hit,11
WP_000882561.1,no_hit,11
WP_000882987.1,tail,2
WP_000883037.1,no_hit,11
WP_000883120.1,no_hit,11
WP_000883400.1,no_hit,11
WP_000884361.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000884589.1,no_hit,11
WP_000884642.1,no_hit,11
WP_000884708.1,head_and_packaging,5
WP_000884972.1,no_hit,11
WP_000885016.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000885203.1,no_hit,11
WP_000885242.1,no_hit,11
WP_000885454.1,no_hit,11
WP_000885630.1,tail,2
WP_000885806.1,no_hit,11
WP_000885860.1,tail,2
WP_000886053.1,no_hit,11
WP_000886683.1,dna_rna_and_nucleotide_metabolism,4
WP_000886884.1,no_hit,11
WP_000887453.1,no_hit,11
WP_000887629.1,no_hit,11
WP_000888654.1,no_hit,11
WP_000888740.1,no_hit,11
WP_000890002.1,no_hit,11
WP_000890958.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000891353.1,no_hit,11
WP_000891404.1,lysis,1
WP_000891515.1,unknown_function,9
WP_000891564.1,no_hit,11
WP_000891621.1,no_hit,11
WP_000891683.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000891843.1,dna_rna_and_nucleotide_metabolism,4
WP_000892044.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000893282.1,no_hit,11
WP_000893613.1,integration_and_excision,10
WP_000893994.1,lysis,1
WP_000894166.1,unknown_function,9
WP_000895624.1,unknown_function,9
WP_000896498.1,no_hit,11
WP_000897378.1,no_hit,11
WP_000899007.1,dna_rna_and_nucleotide_metabolism,4
WP_000899522.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
