PICI_ID_allsets,All_Functions
ESCO001.0321.01411.C001.PICI.TypeA,"['site-specific integrase  (translation)', 'AlpA family transcriptional regulator  (translation)', 'host cell division inhibitor Icd-like protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'DUF4222 domain-containing protein  (translation)', 'AAA family ATPase  (translation)', 'hypothetical protein  (translation)', 'single-stranded DNA-binding protein  (translation)', 'PerC family transcriptional regulator  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'major capsid protein  (translation)', 'head decoration protein  (translation)', 'hypothetical protein  (translation)', 'terminase small subunit  (translation)']"
ESCO001.0321.01432.C001.PICI.TypeA,"['site-specific integrase  (translation)', 'AlpA family transcriptional regulator  (translation)', 'host cell division inhibitor Icd-like protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'DUF4222 domain-containing protein  (translation)', 'AAA family ATPase  (translation)', 'hypothetical protein  (translation)', 'single-stranded DNA-binding protein  (translation)', 'PerC family transcriptional regulator  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'major capsid protein  (translation)', 'head decoration protein  (translation)', 'hypothetical protein  (translation)', 'terminase small subunit  (translation)']"
ESCO001.0321.01436.C001.PICI.TypeA,"['tyrosine-type recombinase/integrase  (translation)', 'AlpA family phage regulatory protein  (translation)', 'host cell division inhibitor Icd-like protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'DUF4222 domain-containing protein  (translation)', 'AAA family ATPase  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'terminase small subunit  (translation)', 'hypothetical protein  (translation)', 'phage major capsid protein  (translation)', 'site-specific integrase  (translation)', 'AlpA family transcriptional regulator  (translation)', 'host cell division inhibitor Icd-like protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'DUF4222 domain-containing protein  (translation)', 'AAA family ATPase  (translation)', 'hypothetical protein  (translation)', 'single-stranded DNA-binding protein  (translation)', 'PerC family transcriptional regulator  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'major capsid protein  (translation)', 'head decoration protein  (translation)', 'hypothetical protein  (translation)', 'terminase small subunit  (translation)']"
ESCO001.0321.01443.C001.PICI.TypeA,"['site-specific integrase  (translation)', 'AlpA family transcriptional regulator  (translation)', 'host cell division inhibitor Icd-like protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'DUF4222 domain-containing protein  (translation)', 'AAA family ATPase  (translation)', 'hypothetical protein  (translation)', 'single-stranded DNA-binding protein  (translation)', 'PerC family transcriptional regulator  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'major capsid protein  (translation)', 'head decoration protein  (translation)', 'hypothetical protein  (translation)', 'terminase small subunit  (translation)']"
ESCO001.0321.01444.C001.PICI.TypeA,"['tyrosine-type recombinase/integrase  (translation)', 'AlpA family phage regulatory protein  (translation)', 'host cell division inhibitor Icd-like protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'DUF4222 domain-containing protein  (translation)', 'AAA family ATPase  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'terminase small subunit  (translation)', 'hypothetical protein  (translation)', 'phage major capsid protein  (translation)']"
ESCO001.0321.01456.C001.PICI.TypeA,"['site-specific integrase  (translation)', 'AlpA family transcriptional regulator  (translation)', 'host cell division inhibitor Icd-like protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'DUF4222 domain-containing protein  (translation)', 'AAA family ATPase  (translation)', 'hypothetical protein  (translation)', 'single-stranded DNA-binding protein  (translation)', 'PerC family transcriptional regulator  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'major capsid protein  (translation)', 'head decoration protein  (translation)', 'hypothetical protein  (translation)', 'terminase small subunit  (translation)']"
ESCO001.0321.01457.C001.PICI.TypeA,"['site-specific integrase  (translation)', 'AlpA family phage regulatory protein  (translation)', 'host cell division inhibitor Icd-like protein  (translation)', 'hypothetical protein  (translation)', 'DUF4222 domain-containing protein  (translation)', 'DNA primase  (translation)', 'hypothetical protein  (translation)', 'single-stranded DNA-binding protein  (translation)', 'hypothetical protein  (translation)', 'major capsid protein  (translation)', 'head decoration protein  (translation)', 'hypothetical protein  (translation)', 'terminase small subunit  (translation)']"
ESCO001.0321.01463.C001.PICI.TypeA,"['site-specific integrase  (translation)', 'AlpA family phage regulatory protein  (translation)', 'hypothetical protein  (translation)', 'DUF4222 domain-containing protein  (translation)', 'DNA primase  (translation)', 'hypothetical protein  (translation)', 'single-stranded DNA-binding protein  (translation)', 'hypothetical protein  (translation)', 'major capsid protein  (translation)', 'head decoration protein  (translation)', 'hypothetical protein  (translation)', 'terminase small subunit  (translation)']"
ESCO001.0321.01464.C001.PICI.TypeA,"['site-specific integrase  (translation)', 'AlpA family transcriptional regulator  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'DUF4222 domain-containing protein  (translation)', 'AAA family ATPase  (translation)', 'hypothetical protein  (translation)', 'single-stranded DNA-binding protein  (translation)', 'hypothetical protein  (translation)', 'major capsid protein  (translation)', 'head decoration protein  (translation)', 'hypothetical protein  (translation)', 'terminase small subunit  (translation)']"
ESCO001.0321.01465.C001.PICI.TypeA,"['site-specific integrase  (translation)', 'AlpA family transcriptional regulator  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'DUF4222 domain-containing protein  (translation)', 'AAA family ATPase  (translation)', 'hypothetical protein  (translation)', 'single-stranded DNA-binding protein  (translation)', 'hypothetical protein  (translation)', 'major capsid protein  (translation)', 'head decoration protein  (translation)', 'hypothetical protein  (translation)', 'terminase small subunit  (translation)']"
ESCO001.0321.01476.C001.PICI.TypeA,"['site-specific integrase  (translation)', 'AlpA family transcriptional regulator  (translation)', 'host cell division inhibitor Icd-like protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'DUF4222 domain-containing protein  (translation)', 'AAA family ATPase  (translation)', 'hypothetical protein  (translation)', 'single-stranded DNA-binding protein  (translation)', 'PerC family transcriptional regulator  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'major capsid protein  (translation)', 'head decoration protein  (translation)', 'hypothetical protein  (translation)', 'terminase small subunit  (translation)']"
ESCO001.0321.01481.C001.PICI.TypeA,"['site-specific integrase  (translation)', 'AlpA family transcriptional regulator  (translation)', 'host cell division inhibitor Icd-like protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'DUF4222 domain-containing protein  (translation)', 'AAA family ATPase  (translation)', 'hypothetical protein  (translation)', 'single-stranded DNA-binding protein  (translation)', 'PerC family transcriptional regulator  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'major capsid protein  (translation)', 'head decoration protein  (translation)', 'hypothetical protein  (translation)', 'terminase small subunit  (translation)']"
ESCO001.0321.01482.C001.PICI.TypeA,"['site-specific integrase  (translation)', 'AlpA family transcriptional regulator  (translation)', 'host cell division inhibitor Icd-like protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'DUF4222 domain-containing protein  (translation)', 'AAA family ATPase  (translation)', 'hypothetical protein  (translation)', 'single-stranded DNA-binding protein  (translation)', 'PerC family transcriptional regulator  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'major capsid protein  (translation)', 'head decoration protein  (translation)', 'hypothetical protein  (translation)', 'terminase small subunit  (translation)', 'site-specific integrase  (translation)', 'AlpA family transcriptional regulator  (translation)', 'host cell division inhibitor Icd-like protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'DUF4222 domain-containing protein  (translation)', 'AAA family ATPase  (translation)', 'hypothetical protein  (translation)', 'single-stranded DNA-binding protein  (translation)', 'PerC family transcriptional regulator  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'major capsid protein  (translation)', 'head decoration protein  (translation)', 'hypothetical protein  (translation)', 'terminase small subunit  (translation)']"
ESCO001.0321.01483.C001.PICI.TypeA,"['site-specific integrase  (translation)', 'AlpA family transcriptional regulator  (translation)', 'host cell division inhibitor Icd-like protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'DUF4222 domain-containing protein  (translation)', 'AAA family ATPase  (translation)', 'hypothetical protein  (translation)', 'single-stranded DNA-binding protein  (translation)', 'PerC family transcriptional regulator  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'major capsid protein  (translation)', 'head decoration protein  (translation)', 'hypothetical protein  (translation)', 'terminase small subunit  (translation)']"
ESCO001.0321.01484.C001.PICI.TypeA,"['site-specific integrase  (translation)', 'AlpA family transcriptional regulator  (translation)', 'host cell division inhibitor Icd-like protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'DUF4222 domain-containing protein  (translation)', 'AAA family ATPase  (translation)', 'hypothetical protein  (translation)', 'PerC family transcriptional regulator  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'major capsid protein  (translation)', 'head decoration protein  (translation)', 'hypothetical protein  (translation)', 'terminase small subunit  (translation)']"
ESCO001.0321.01488.C001.PICI.TypeA,"['tyrosine-type recombinase/integrase  (translation)', 'AlpA family phage regulatory protein  (translation)', 'host cell division inhibitor Icd-like protein  (translation)', 'hypothetical protein  (translation)', 'DUF4222 domain-containing protein  (translation)', 'DNA primase  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'terminase small subunit  (translation)', 'hypothetical protein  (translation)', 'phage major capsid protein  (translation)', 'site-specific integrase  (translation)', 'AlpA family transcriptional regulator  (translation)', 'host cell division inhibitor Icd-like protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'DUF4222 domain-containing protein  (translation)', 'AAA family ATPase  (translation)', 'hypothetical protein  (translation)', 'single-stranded DNA-binding protein  (translation)', 'PerC family transcriptional regulator  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'major capsid protein  (translation)', 'head decoration protein  (translation)', 'hypothetical protein  (translation)', 'terminase small subunit  (translation)']"
ESCO001.0321.01490.C001.PICI.TypeA,"['site-specific integrase  (translation)', 'AlpA family transcriptional regulator  (translation)', 'host cell division inhibitor Icd-like protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'DUF4222 domain-containing protein  (translation)', 'AAA family ATPase  (translation)', 'hypothetical protein  (translation)', 'single-stranded DNA-binding protein  (translation)', 'PerC family transcriptional regulator  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'major capsid protein  (translation)', 'head decoration protein  (translation)', 'hypothetical protein  (translation)', 'terminase small subunit  (translation)']"
ESCO001.0321.01491.C001.PICI.TypeA,"['site-specific integrase  (translation)', 'AlpA family transcriptional regulator  (translation)', 'host cell division inhibitor Icd-like protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'DUF4222 domain-containing protein  (translation)', 'AAA family ATPase  (translation)', 'hypothetical protein  (translation)', 'single-stranded DNA-binding protein  (translation)', 'PerC family transcriptional regulator  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'major capsid protein  (translation)', 'head decoration protein  (translation)', 'hypothetical protein  (translation)', 'terminase small subunit  (translation)', 'tyrosine-type recombinase/integrase  (translation)', 'AlpA family phage regulatory protein  (translation)', 'host cell division inhibitor Icd-like protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'DUF4222 domain-containing protein  (translation)', 'AAA family ATPase  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'terminase small subunit  (translation)', 'hypothetical protein  (translation)', 'phage major capsid protein  (translation)']"
ESCO001.0321.01492.C001.PICI.TypeA,"['tyrosine-type recombinase/integrase  (translation)', 'hypothetical protein  (translation)', 'AlpA family phage regulatory protein  (translation)', 'host cell division inhibitor Icd-like protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'DUF4222 domain-containing protein  (translation)', 'AAA family ATPase  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'terminase small subunit  (translation)', 'hypothetical protein  (translation)', 'phage major capsid protein  (translation)', 'site-specific integrase  (translation)', 'AlpA family transcriptional regulator  (translation)', 'host cell division inhibitor Icd-like protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'DUF4222 domain-containing protein  (translation)', 'AAA family ATPase  (translation)', 'hypothetical protein  (translation)', 'single-stranded DNA-binding protein  (translation)', 'PerC family transcriptional regulator  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'major capsid protein  (translation)', 'head decoration protein  (translation)', 'hypothetical protein  (translation)', 'terminase small subunit  (translation)']"
ESCO001.0321.01493.C001.PICI.TypeA,"['site-specific integrase  (translation)', 'AlpA family transcriptional regulator  (translation)', 'host cell division inhibitor Icd-like protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'DUF4222 domain-containing protein  (translation)', 'AAA family ATPase  (translation)', 'hypothetical protein  (translation)', 'single-stranded DNA-binding protein  (translation)', 'PerC family transcriptional regulator  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'major capsid protein  (translation)', 'head decoration protein  (translation)', 'hypothetical protein  (translation)', 'terminase small subunit  (translation)']"
ESCO001.0321.01494.C001.PICI.TypeA,"['site-specific integrase  (translation)', 'AlpA family transcriptional regulator  (translation)', 'host cell division inhibitor Icd-like protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'DUF4222 domain-containing protein  (translation)', 'AAA family ATPase  (translation)', 'hypothetical protein  (translation)', 'single-stranded DNA-binding protein  (translation)', 'PerC family transcriptional regulator  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'major capsid protein  (translation)', 'head decoration protein  (translation)', 'hypothetical protein  (translation)', 'terminase small subunit  (translation)']"
ESCO001.0321.01495.C001.PICI.TypeA,"['site-specific integrase  (translation)', 'AlpA family transcriptional regulator  (translation)', 'host cell division inhibitor Icd-like protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'DUF4222 domain-containing protein  (translation)', 'AAA family ATPase  (translation)', 'hypothetical protein  (translation)', 'single-stranded DNA-binding protein  (translation)', 'PerC family transcriptional regulator  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'major capsid protein  (translation)', 'head decoration protein  (translation)', 'hypothetical protein  (translation)', 'terminase small subunit  (translation)']"
ESCO001.0321.01496.C001.PICI.TypeB.variant0001,"['site-specific integrase  (translation)', 'AlpA family transcriptional regulator  (translation)', 'host cell division inhibitor Icd-like protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'DUF4222 domain-containing protein  (translation)', 'AAA family ATPase  (translation)', 'hypothetical protein  (translation)', 'single-stranded DNA-binding protein  (translation)', 'PerC family transcriptional regulator  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'major capsid protein  (translation)']"
ESCO001.0321.01497.C001.PICI.TypeA,"['site-specific integrase  (translation)', 'AlpA family transcriptional regulator  (translation)', 'host cell division inhibitor Icd-like protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'DUF4222 domain-containing protein  (translation)', 'AAA family ATPase  (translation)', 'hypothetical protein  (translation)', 'single-stranded DNA-binding protein  (translation)', 'PerC family transcriptional regulator  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'major capsid protein  (translation)', 'head decoration protein  (translation)', 'hypothetical protein  (translation)', 'terminase small subunit  (translation)']"
ESCO001.0321.01498.C001.PICI.TypeA,"['site-specific integrase  (translation)', 'AlpA family transcriptional regulator  (translation)', 'host cell division inhibitor Icd-like protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'DUF4222 domain-containing protein  (translation)', 'AAA family ATPase  (translation)', 'hypothetical protein  (translation)', 'single-stranded DNA-binding protein  (translation)', 'PerC family transcriptional regulator  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'major capsid protein  (translation)', 'head decoration protein  (translation)', 'hypothetical protein  (translation)', 'terminase small subunit  (translation)']"
ESCO001.0321.01499.C001.PICI.TypeA,"['site-specific integrase  (translation)', 'AlpA family transcriptional regulator  (translation)', 'host cell division inhibitor Icd-like protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'DUF4222 domain-containing protein  (translation)', 'AAA family ATPase  (translation)', 'hypothetical protein  (translation)', 'single-stranded DNA-binding protein  (translation)', 'PerC family transcriptional regulator  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'major capsid protein  (translation)', 'head decoration protein  (translation)', 'hypothetical protein  (translation)', 'terminase small subunit  (translation)']"
ESCO001.0321.01500.P002.PICI.TypeA,"['site-specific integrase  (translation)', 'AlpA family transcriptional regulator  (translation)', 'host cell division inhibitor Icd-like protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'DUF4222 domain-containing protein  (translation)', 'AAA family ATPase  (translation)', 'hypothetical protein  (translation)', 'single-stranded DNA-binding protein  (translation)', 'PerC family transcriptional regulator  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'major capsid protein  (translation)', 'head decoration protein  (translation)', 'hypothetical protein  (translation)', 'terminase small subunit  (translation)']"
ESCO001.0321.01501.C001.PICI.TypeA,"['site-specific integrase  (translation)', 'AlpA family transcriptional regulator  (translation)', 'host cell division inhibitor Icd-like protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'DUF4222 domain-containing protein  (translation)', 'AAA family ATPase  (translation)', 'hypothetical protein  (translation)', 'single-stranded DNA-binding protein  (translation)', 'PerC family transcriptional regulator  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'major capsid protein  (translation)', 'head decoration protein  (translation)', 'hypothetical protein  (translation)', 'terminase small subunit  (translation)']"
ESCO001.0321.01502.C001.PICI.TypeA,"['site-specific integrase  (translation)', 'AlpA family transcriptional regulator  (translation)', 'host cell division inhibitor Icd-like protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'DUF4222 domain-containing protein  (translation)', 'AAA family ATPase  (translation)', 'hypothetical protein  (translation)', 'single-stranded DNA-binding protein  (translation)', 'PerC family transcriptional regulator  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'major capsid protein  (translation)', 'head decoration protein  (translation)', 'hypothetical protein  (translation)', 'terminase small subunit  (translation)']"
ESCO001.0321.01504.C001.PICI.TypeA,"['tyrosine-type recombinase/integrase  (translation)', 'AlpA family phage regulatory protein  (translation)', 'host cell division inhibitor Icd-like protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'DUF4222 domain-containing protein  (translation)', 'AAA family ATPase  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'terminase small subunit  (translation)', 'hypothetical protein  (translation)', 'phage major capsid protein  (translation)']"
ESCO001.0321.01506.C001.PICI.TypeA,"['tyrosine-type recombinase/integrase  (translation)', 'AlpA family phage regulatory protein  (translation)', 'host cell division inhibitor Icd-like protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'DUF4222 domain-containing protein  (translation)', 'AAA family ATPase  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'terminase small subunit  (translation)', 'hypothetical protein  (translation)', 'phage major capsid protein  (translation)']"
ESCO001.0321.01508.C001.PICI.TypeA,"['site-specific integrase  (translation)', 'AlpA family transcriptional regulator  (translation)', 'host cell division inhibitor Icd-like protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'DUF4222 domain-containing protein  (translation)', 'AAA family ATPase  (translation)', 'hypothetical protein  (translation)', 'single-stranded DNA-binding protein  (translation)', 'PerC family transcriptional regulator  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'major capsid protein  (translation)', 'head decoration protein  (translation)', 'hypothetical protein  (translation)', 'terminase small subunit  (translation)']"
ESCO001.0321.01509.C001.PICI.TypeA,"['tyrosine-type recombinase/integrase  (translation)', 'AlpA family phage regulatory protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'host cell division inhibitor Icd-like protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'DUF4222 domain-containing protein  (translation)', 'AAA family ATPase  (translation)', 'hypothetical protein  (translation)', 'single-stranded DNA-binding protein  (translation)', 'hypothetical protein  (translation)', 'major capsid protein  (translation)', 'head decoration protein  (translation)', 'hypothetical protein  (translation)', 'terminase small subunit  (translation)']"
ESCO001.0321.01512.C001.PICI.TypeA,"['site-specific integrase  (translation)', 'AlpA family transcriptional regulator  (translation)', 'host cell division inhibitor Icd-like protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'DUF4222 domain-containing protein  (translation)', 'AAA family ATPase  (translation)', 'hypothetical protein  (translation)', 'single-stranded DNA-binding protein  (translation)', 'PerC family transcriptional regulator  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'major capsid protein  (translation)', 'head decoration protein  (translation)', 'hypothetical protein  (translation)', 'terminase small subunit  (translation)']"
ESCO001.0321.01518.C001.PICI.TypeA,"['site-specific integrase  (translation)', 'AlpA family transcriptional regulator  (translation)', 'host cell division inhibitor Icd-like protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'DUF4222 domain-containing protein  (translation)', 'AAA family ATPase  (translation)', 'hypothetical protein  (translation)', 'single-stranded DNA-binding protein  (translation)', 'PerC family transcriptional regulator  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'major capsid protein  (translation)', 'head decoration protein  (translation)', 'hypothetical protein  (translation)', 'terminase small subunit  (translation)']"
ESCO001.0321.01519.C001.PICI.TypeA,"['site-specific integrase  (translation)', 'AlpA family transcriptional regulator  (translation)', 'host cell division inhibitor Icd-like protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'DUF4222 domain-containing protein  (translation)', 'AAA family ATPase  (translation)', 'hypothetical protein  (translation)', 'single-stranded DNA-binding protein  (translation)', 'PerC family transcriptional regulator  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'major capsid protein  (translation)', 'head decoration protein  (translation)', 'hypothetical protein  (translation)', 'terminase small subunit  (translation)']"
ESCO001.0321.01520.C001.PICI.TypeA,"['site-specific integrase  (translation)', 'AlpA family transcriptional regulator  (translation)', 'host cell division inhibitor Icd-like protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'DUF4222 domain-containing protein  (translation)', 'AAA family ATPase  (translation)', 'hypothetical protein  (translation)', 'single-stranded DNA-binding protein  (translation)', 'PerC family transcriptional regulator  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'major capsid protein  (translation)', 'head decoration protein  (translation)', 'hypothetical protein  (translation)', 'terminase small subunit  (translation)']"
ESCO001.0321.01521.C001.PICI.TypeA,"['site-specific integrase  (translation)', 'AlpA family transcriptional regulator  (translation)', 'host cell division inhibitor Icd-like protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'DUF4222 domain-containing protein  (translation)', 'AAA family ATPase  (translation)', 'hypothetical protein  (translation)', 'single-stranded DNA-binding protein  (translation)', 'PerC family transcriptional regulator  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'major capsid protein  (translation)', 'head decoration protein  (translation)', 'hypothetical protein  (translation)', 'terminase small subunit  (translation)']"
ESCO001.0321.01524.C001.PICI.TypeA,"['tyrosine-type recombinase/integrase  (translation)', 'AlpA family phage regulatory protein  (translation)', 'host cell division inhibitor Icd-like protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'DUF4222 domain-containing protein  (translation)', 'DNA primase  (translation)', 'hypothetical protein  (translation)', 'single-stranded DNA-binding protein  (translation)', 'hypothetical protein  (translation)', 'major capsid protein  (translation)', 'head decoration protein  (translation)', 'hypothetical protein  (translation)', 'terminase small subunit  (translation)']"
ESCO001.0321.01525.C001.PICI.TypeB.variant0003,"['site-specific integrase  (translation)', 'AlpA family transcriptional regulator  (translation)', 'host cell division inhibitor Icd-like protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'DUF4222 domain-containing protein  (translation)', 'hypothetical protein  (translation)', 'single-stranded DNA-binding protein  (translation)', 'PerC family transcriptional regulator  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'major capsid protein  (translation)', 'head decoration protein  (translation)', 'hypothetical protein  (translation)', 'terminase small subunit  (translation)']"
ESCO001.0321.01527.C001.PICI.TypeA,"['site-specific integrase  (translation)', 'AlpA family transcriptional regulator  (translation)', 'host cell division inhibitor Icd-like protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'DUF4222 domain-containing protein  (translation)', 'AAA family ATPase  (translation)', 'hypothetical protein  (translation)', 'single-stranded DNA-binding protein  (translation)', 'PerC family transcriptional regulator  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'major capsid protein  (translation)', 'head decoration protein  (translation)', 'hypothetical protein  (translation)', 'terminase small subunit  (translation)']"
ESCO001.0321.01528.C001.PICI.TypeB.variant0003,"['site-specific integrase  (translation)', 'AlpA family transcriptional regulator  (translation)', 'host cell division inhibitor Icd-like protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'DUF4222 domain-containing protein  (translation)', 'DUF927 domain-containing protein  (translation)', 'hypothetical protein  (translation)', 'PerC family transcriptional regulator  (translation)', 'hypothetical protein  (translation)', 'major capsid protein  (translation)', 'head decoration protein  (translation)', 'hypothetical protein  (translation)', 'terminase small subunit  (translation)']"
