contig	Accession	mash_distance	mash_pval	mash_matching_hashes	Description	Classification	Genome_Length_(bp)	Jumbophage	molGC_(%)	Molecule	Modification_Date	Number_CDS	Positive_Strand_(%)	Negative_Strand_(%)	Coding_Capacity_(%)	Low_Coding_Capacity_Warning	tRNAs	Host	Lowest_Taxa	Genus	Sub-family	Family	Order	Class	Phylum	Kingdom	Realm	Baltimore_Group	Genbank_Division	Isolation_Host_(beware_inconsistent_and_nonsense_values)
BIAN002.0321.00011.C001.PICI.TypeB.variant0001.Set1	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit																										
STAU002.0321.00359.C001.PICI.TypeB.variant0002.Set3	AY954948	0.0491	0.0	217/1000	Staphylococcus phage PT1028	Staphylococcus phage PT1028 Viruses	15603.0	False	31.417	DNA	15-APR-2005	23.0	86.9565217391304	13.0434782608696	80.6191117092867		0.0	Staphylococcus	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	PHG	Staphylococcus aureus
BIAN002.0321.00020.C001.PICI.TypeB.variant0001.Set1	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit																										
STAU002.0321.00204.C001.PICI.TypeB.variant0002.Set2	AY954948	0.0751681	0.0	115/1000	Staphylococcus phage PT1028	Staphylococcus phage PT1028 Viruses	15603.0	False	31.417	DNA	15-APR-2005	23.0	86.9565217391304	13.0434782608696	80.6191117092867		0.0	Staphylococcus	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	PHG	Staphylococcus aureus
MYTU002.0321.00124.C001.PICI.TypeB.variant0003.Set2	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit																										
MYTU002.0321.00209.C001.PICI.TypeB.variant0003.Set1	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit																										
ESCO001.0321.01362.C001.PICI.TypeA.Set3	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit																										
ESCO001.0321.01285.C001.PICI.TypeA.Set2	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit																										
JESP002.0321.00001.C001.PICI.TypeB.variant0002.Set2	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit																										
MYTU002.0321.00088.C001.PICI.TypeB.variant0004.Set2	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit																										
MYTU002.0321.00136.C001.PICI.TypeB.variant0004.Set2	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit																										
ESCO001.0321.01528.C001.PICI.TypeB.variant0003.Set1	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit																										
ESCO001.0321.01497.C001.PICI.TypeA.Set2	LC567828	0.170926	2.3916199999999998e-91	14/1000	Enterobacteria phage PPompW_EH2201	Enterobacteria phage PPompW_EH2201 Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses	45811.0	False	51.322	DNA	08-DEC-2020	51.0	74.5098039215686	25.4901960784314	79.3412062605051		3.0	Enterobacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	Group I	PHG	Unspecified
ESCO001.0321.00590.C001.PICI.TypeA.Set2	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit																										
NIHA002.0321.00001.C001.PICI.TypeB.variant0002.Set1	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit																										
MYTU002.0321.00075.C001.PICI.TypeB.variant0004.Set2	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit																										
ESCO001.0321.01290.C001.PICI.TypeA.Set1	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit																										
MYTU002.0321.00173.C001.PICI.TypeB.variant0003.Set1	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit																										
STAU002.0321.00335.C001.PICI.TypeB.variant0002.Set3	AY954948	0.0491	0.0	217/1000	Staphylococcus phage PT1028	Staphylococcus phage PT1028 Viruses	15603.0	False	31.417	DNA	15-APR-2005	23.0	86.9565217391304	13.0434782608696	80.6191117092867		0.0	Staphylococcus	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	PHG	Staphylococcus aureus
STAU002.0321.00205.C001.PICI.TypeB.variant0002.Set1	AY954948	0.0751681	0.0	115/1000	Staphylococcus phage PT1028	Staphylococcus phage PT1028 Viruses	15603.0	False	31.417	DNA	15-APR-2005	23.0	86.9565217391304	13.0434782608696	80.6191117092867		0.0	Staphylococcus	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	PHG	Staphylococcus aureus
STAU002.0321.00504.C001.PICI.TypeB.variant0002.Set2	AY954948	0.0686914	0.0	134/1000	Staphylococcus phage PT1028	Staphylococcus phage PT1028 Viruses	15603.0	False	31.417	DNA	15-APR-2005	23.0	86.9565217391304	13.0434782608696	80.6191117092867		0.0	Staphylococcus	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	PHG	Staphylococcus aureus
MYTU002.0321.00197.C001.PICI.TypeB.variant0004.Set2	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit																										
MYTU002.0321.00012.C001.PICI.TypeB.variant0003.Set2	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit																										
STAU002.0321.00214.C001.PICI.TypeB.variant0002.Set1	AY954948	0.064825	0.0	147/1000	Staphylococcus phage PT1028	Staphylococcus phage PT1028 Viruses	15603.0	False	31.417	DNA	15-APR-2005	23.0	86.9565217391304	13.0434782608696	80.6191117092867		0.0	Staphylococcus	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	PHG	Staphylococcus aureus
ESCO001.0321.01380.C001.PICI.TypeA.Set2	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit																										
ESCO001.0321.00669.C001.PICI.TypeA.Set3	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit																										
MYTU002.0321.00101.C001.PICI.TypeB.variant0003.Set2	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit																										
STAU002.0321.00247.C001.PICI.TypeB.variant0002.Set1	AY954948	0.0501998	0.0	211/1000	Staphylococcus phage PT1028	Staphylococcus phage PT1028 Viruses	15603.0	False	31.417	DNA	15-APR-2005	23.0	86.9565217391304	13.0434782608696	80.6191117092867		0.0	Staphylococcus	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	PHG	Staphylococcus aureus
STCH004.0321.00001.C001.PICI.TypeB.variant0002.Set1	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit																										
STAU002.0321.00543.C001.PICI.TypeB.variant0002.Set3	AY954948	0.0653942	0.0	145/1000	Staphylococcus phage PT1028	Staphylococcus phage PT1028 Viruses	15603.0	False	31.417	DNA	15-APR-2005	23.0	86.9565217391304	13.0434782608696	80.6191117092867		0.0	Staphylococcus	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	PHG	Staphylococcus aureus
ESCO001.0321.00098.C001.PICI.TypeA.Set1	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit																										
MYCE001.0321.00001.C001.PICI.TypeB.variant0001.Set2	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit																										
STSA003.0321.00003.C001.PICI.TypeB.variant0002.Set1	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit																										
ESCO001.0321.00450.C001.PICI.TypeA.Set2	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit																										
MYTU002.0321.00098.C001.PICI.TypeB.variant0004.Set2	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit																										
ESCO001.0321.01586.C001.PICI.TypeA.Set2	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit																										
MYTU002.0321.00064.C001.PICI.TypeB.variant0004.Set2	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit																										
ESCO001.0321.00579.C001.PICI.TypeA.Set2	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit																										
STAU002.0321.00437.C001.PICI.TypeB.variant0002.Set1	AY954948	0.0712856	0.0	126/1000	Staphylococcus phage PT1028	Staphylococcus phage PT1028 Viruses	15603.0	False	31.417	DNA	15-APR-2005	23.0	86.9565217391304	13.0434782608696	80.6191117092867		0.0	Staphylococcus	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	PHG	Staphylococcus aureus
BRAU001.0321.00001.C001.PICI.TypeB.variant0001.Set4	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit																										
MYTU002.0321.00216.C001.PICI.TypeB.variant0003.Set1	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit																										
MYTU002.0321.00268.C001.PICI.TypeB.variant0003.Set1	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit																										
STAU002.0321.00560.C001.PICI.TypeB.variant0002.Set1	AY954948	0.0994698	0.0	66/1000	Staphylococcus phage PT1028	Staphylococcus phage PT1028 Viruses	15603.0	False	31.417	DNA	15-APR-2005	23.0	86.9565217391304	13.0434782608696	80.6191117092867		0.0	Staphylococcus	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	PHG	Staphylococcus aureus
ESCO001.0321.00406.C001.PICI.TypeA.Set4	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit																										
MYTU002.0321.00095.C001.PICI.TypeB.variant0003.Set2	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit																										
MYTU002.0321.00123.C001.PICI.TypeB.variant0003.Set2	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit																										
MYTU002.0321.00076.C001.PICI.TypeB.variant0003.Set2	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit																										
ESCO001.0321.00652.C001.PICI.TypeA.Set2	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit																										
STAU002.0321.00252.C001.PICI.TypeB.variant0002.Set3	AY954948	0.0852783	0.0	91/1000	Staphylococcus phage PT1028	Staphylococcus phage PT1028 Viruses	15603.0	False	31.417	DNA	15-APR-2005	23.0	86.9565217391304	13.0434782608696	80.6191117092867		0.0	Staphylococcus	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	PHG	Staphylococcus aureus
STAU002.0321.00441.C001.PICI.TypeB.variant0002.Set2	AY954948	0.0706202	0.0	128/1000	Staphylococcus phage PT1028	Staphylococcus phage PT1028 Viruses	15603.0	False	31.417	DNA	15-APR-2005	23.0	86.9565217391304	13.0434782608696	80.6191117092867		0.0	Staphylococcus	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	PHG	Staphylococcus aureus
ESCO001.0321.01280.C001.PICI.TypeA.Set1	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit																										
MYTU002.0321.00171.C001.PICI.TypeB.variant0003.Set1	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit																										
ESCO001.0321.00065.C001.PICI.TypeB.variant0001.Set2	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit																										
MYTU002.0321.00074.C001.PICI.TypeB.variant0003.Set2	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit																										
STAU002.0321.00493.C001.PICI.TypeB.variant0002.Set2	AY954948	0.0680698	0.0	136/1000	Staphylococcus phage PT1028	Staphylococcus phage PT1028 Viruses	15603.0	False	31.417	DNA	15-APR-2005	23.0	86.9565217391304	13.0434782608696	80.6191117092867		0.0	Staphylococcus	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	PHG	Staphylococcus aureus
STAU002.0321.00082.C001.PICI.TypeB.variant0002.Set2	AY954948	0.0852783	0.0	91/1000	Staphylococcus phage PT1028	Staphylococcus phage PT1028 Viruses	15603.0	False	31.417	DNA	15-APR-2005	23.0	86.9565217391304	13.0434782608696	80.6191117092867		0.0	Staphylococcus	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	PHG	Staphylococcus aureus
STAU002.0321.00508.C001.PICI.TypeB.variant0002.Set2	AY954948	0.0686914	0.0	134/1000	Staphylococcus phage PT1028	Staphylococcus phage PT1028 Viruses	15603.0	False	31.417	DNA	15-APR-2005	23.0	86.9565217391304	13.0434782608696	80.6191117092867		0.0	Staphylococcus	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	PHG	Staphylococcus aureus
MYTU002.0321.00045.C001.PICI.TypeB.variant0003.Set2	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit																										
ESCO001.0321.01527.C001.PICI.TypeA.Set1	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit																										
STAU002.0321.00277.C001.PICI.TypeB.variant0002.Set1	AY954948	0.0503867	0.0	210/1000	Staphylococcus phage PT1028	Staphylococcus phage PT1028 Viruses	15603.0	False	31.417	DNA	15-APR-2005	23.0	86.9565217391304	13.0434782608696	80.6191117092867		0.0	Staphylococcus	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	PHG	Staphylococcus aureus
STAU002.0321.00419.C001.PICI.TypeB.variant0002.Set1	AY954948	0.0943778	0.0	74/1000	Staphylococcus phage PT1028	Staphylococcus phage PT1028 Viruses	15603.0	False	31.417	DNA	15-APR-2005	23.0	86.9565217391304	13.0434782608696	80.6191117092867		0.0	Staphylococcus	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	PHG	Staphylococcus aureus
STSA003.0321.00009.C001.PICI.TypeB.variant0002.Set2	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit																										
MYTU002.0321.00207.C001.PICI.TypeB.variant0003.Set1	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit																										
STAU002.0321.00212.C001.PICI.TypeB.variant0002.Set2	AY954948	0.0480354	0.0	223/1000	Staphylococcus phage PT1028	Staphylococcus phage PT1028 Viruses	15603.0	False	31.417	DNA	15-APR-2005	23.0	86.9565217391304	13.0434782608696	80.6191117092867		0.0	Staphylococcus	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	PHG	Staphylococcus aureus
ESCO001.0321.00837.C001.PICI.TypeB.variant0003.Set1	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit																										
MYTU002.0321.00009.C001.PICI.TypeB.variant0004.Set2	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit																										
MYTU002.0321.00174.C001.PICI.TypeB.variant0004.Set2	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit																										
BIAN002.0321.00010.C001.PICI.TypeB.variant0001.Set1	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit																										
ESCO001.0321.01279.C001.PICI.TypeA.Set1	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit																										
MYTU002.0321.00137.C001.PICI.TypeB.variant0004.Set2	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit																										
MYSP019.0321.00001.C001.PICI.TypeB.variant0001.Set2	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit																										
STLU004.0321.00014.C001.PICI.TypeB.variant0002.Set2	AY954948	0.105264	0.0	58/1000	Staphylococcus phage PT1028	Staphylococcus phage PT1028 Viruses	15603.0	False	31.417	DNA	15-APR-2005	23.0	86.9565217391304	13.0434782608696	80.6191117092867		0.0	Staphylococcus	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	PHG	Staphylococcus aureus
ESCO001.0321.01524.C001.PICI.TypeA.Set1	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit																										
ESCO001.0321.00156.C001.PICI.TypeB.variant0001.Set1	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit																										
STSA001.0321.00003.C001.PICI.TypeB.variant0002.Set1	MK448979	0.0221335	0.0	458/1000	Streptococcus phage Javan534	Streptococcus phage Javan534 Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses	39888.0	False	42.429	DNA	10-APR-2019	52.0	88.4615384615385	11.5384615384615	95.0586642599278		0.0	Streptococcus	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	Group I	PHG	Streptococcus salivarius ATCC_7073
LACR001.0321.00005.C001.PICI.TypeB.variant0002.Set1	LT996080	0.00251903	0.0	902/1000	Bacteriophage sp.	Bacteriophage sp. Viruses	12974.0	False	36.396	DNA	15-JUN-2018	21.0	33.3333333333333	66.6666666666667	82.2028672730076		0.0	Unspecified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	PHG	Unspecified
MYTU002.0321.00246.C001.PICI.TypeB.variant0003.Set2	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit																										
ESCO001.0321.01521.C001.PICI.TypeA.Set1	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit																										
STAU002.0321.00492.C001.PICI.TypeB.variant0002.Set2	AY954948	0.0702918	0.0	129/1000	Staphylococcus phage PT1028	Staphylococcus phage PT1028 Viruses	15603.0	False	31.417	DNA	15-APR-2005	23.0	86.9565217391304	13.0434782608696	80.6191117092867		0.0	Staphylococcus	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	PHG	Staphylococcus aureus
ESCO001.0321.00737.C001.PICI.TypeA.Set1	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit																										
ESCO001.0321.01369.C001.PICI.TypeA.Set3	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit																										
STAU002.0321.00155.C001.PICI.TypeB.variant0002.Set1	AY954948	0.059819	0.0	166/1000	Staphylococcus phage PT1028	Staphylococcus phage PT1028 Viruses	15603.0	False	31.417	DNA	15-APR-2005	23.0	86.9565217391304	13.0434782608696	80.6191117092867		0.0	Staphylococcus	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	PHG	Staphylococcus aureus
MYTU002.0321.00082.C001.PICI.TypeB.variant0003.Set2	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit																										
ESCO001.0321.00543.C001.PICI.TypeA.Set3	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit																										
PAAT001.0321.00001.C001.PICI.TypeB.variant0001.Set1	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit																										
STAU002.0321.00337.C001.PICI.TypeB.variant0002.Set1	AY954948	0.0581372	0.0	173/1000	Staphylococcus phage PT1028	Staphylococcus phage PT1028 Viruses	15603.0	False	31.417	DNA	15-APR-2005	23.0	86.9565217391304	13.0434782608696	80.6191117092867		0.0	Staphylococcus	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	PHG	Staphylococcus aureus
BIAN002.0321.00004.C001.PICI.TypeB.variant0001.Set1	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit																										
PACA004.0321.00004.C001.PICI.TypeB.variant0002.Set3	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit																										
ESCO001.0321.01495.C001.PICI.TypeA.Set3	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit																										
ESCO001.0321.00431.C001.PICI.TypeA.Set1	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit																										
STSP110.0321.00001.C001.PICI.TypeA.Set6	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit																										
ESCO001.0321.01506.C001.PICI.TypeA.Set1	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit																										
MYTU002.0321.00139.C001.PICI.TypeB.variant0003.Set1	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit																										
STAG002.0321.00002.C001.PICI.TypeB.variant0002.Set1	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit																										
ESCO001.0321.01096.C001.PICI.TypeA.Set1	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit																										
STLU004.0321.00016.C001.PICI.TypeB.variant0002.Set1	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit																										
MYTU002.0321.00093.C001.PICI.TypeB.variant0004.Set2	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit																										
MYTU002.0321.00195.C001.PICI.TypeB.variant0004.Set2	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit																										
STAU002.0321.00066.C001.PICI.TypeB.variant0002.Set1	AY954948	0.0712856	0.0	126/1000	Staphylococcus phage PT1028	Staphylococcus phage PT1028 Viruses	15603.0	False	31.417	DNA	15-APR-2005	23.0	86.9565217391304	13.0434782608696	80.6191117092867		0.0	Staphylococcus	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	PHG	Staphylococcus aureus
ESCO001.0321.01333.C001.PICI.TypeA.Set1	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit																										
ESCO001.0321.01394.C001.PICI.TypeA.Set1	ON470584	0.10374	0.0	60/1000	Escherichia phage vB_EcoM-689R6	Escherichia phage vB_EcoM-689R6 Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses	43469.0	False	50.167	DNA	24-MAY-2022	61.0	29.5081967213115	70.4918032786885	89.6040856702478		0.0	Escherichia	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	Group I	PHG	Escherichia coli
STAU002.0321.00159.C001.PICI.TypeB.variant0002.Set2	AY954948	0.0699663	0.0	130/1000	Staphylococcus phage PT1028	Staphylococcus phage PT1028 Viruses	15603.0	False	31.417	DNA	15-APR-2005	23.0	86.9565217391304	13.0434782608696	80.6191117092867		0.0	Staphylococcus	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	PHG	Staphylococcus aureus
STAU002.0321.00041.C001.PICI.TypeB.variant0002.Set2	AY954948	0.0595738	0.0	167/1000	Staphylococcus phage PT1028	Staphylococcus phage PT1028 Viruses	15603.0	False	31.417	DNA	15-APR-2005	23.0	86.9565217391304	13.0434782608696	80.6191117092867		0.0	Staphylococcus	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	PHG	Staphylococcus aureus
AMBU001.0321.00001.C001.PICI.TypeB.variant0002.Set1	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit																										
ESCO001.0321.00572.C001.PICI.TypeA.Set2	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit																										
MYTU002.0321.00040.C001.PICI.TypeB.variant0003.Set1	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit																										
STSP040.0321.00001.C001.PICI.TypeB.variant0002.Set2	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit																										
STAU002.0321.00139.C001.PICI.TypeB.variant0002.Set3	AY954948	0.080322	0.0	102/1000	Staphylococcus phage PT1028	Staphylococcus phage PT1028 Viruses	15603.0	False	31.417	DNA	15-APR-2005	23.0	86.9565217391304	13.0434782608696	80.6191117092867		0.0	Staphylococcus	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	PHG	Staphylococcus aureus
MYTU002.0321.00061.C001.PICI.TypeB.variant0003.Set2	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit																										
MYTU002.0321.00089.C001.PICI.TypeB.variant0004.Set2	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit																										
STHO001.0321.00005.C001.PICI.TypeB.variant0002.Set1	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit																										
MASP013.0321.00001.C001.PICI.TypeB.variant0002.Set2	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit																										
ESCO001.0321.01037.C001.PICI.TypeA.Set1	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit																										
MYTU002.0321.00210.C001.PICI.TypeB.variant0003.Set1	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit																										
MYFA001.0321.00001.C001.PICI.TypeB.variant0001.Set2	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit																										
