gene_id	function	pici_id
WLQYMNQG_CDS_23950	hypothetical protein	MYTU002.0321.00265.C001.PICI.TypeB.variant0003.Set1
WLQYMNQG_CDS_23951	hypothetical protein	MYTU002.0321.00265.C001.PICI.TypeB.variant0003.Set1
WLQYMNQG_CDS_23952	hypothetical protein	MYTU002.0321.00265.C001.PICI.TypeB.variant0003.Set1
WLQYMNQG_CDS_23953	excisionase and transcriptional regulator	MYTU002.0321.00265.C001.PICI.TypeB.variant0003.Set1
WLQYMNQG_CDS_23954	hypothetical protein	MYTU002.0321.00265.C001.PICI.TypeB.variant0003.Set1
WLQYMNQG_CDS_23955	integrase	MYTU002.0321.00265.C001.PICI.TypeB.variant0003.Set1
WLQYMNQG_CDS_23956	hypothetical protein	MYTU002.0321.00265.C001.PICI.TypeB.variant0003.Set1
WLQYMNQG_CDS_23957	major head protein	MYTU002.0321.00182.C001.PICI.TypeB.variant0003.Set1
WLQYMNQG_CDS_23958	head maturation protease	MYTU002.0321.00182.C001.PICI.TypeB.variant0003.Set1
WLQYMNQG_CDS_23959	hypothetical protein	MYTU002.0321.00182.C001.PICI.TypeB.variant0003.Set1
WLQYMNQG_CDS_23960	terminase small subunit	MYTU002.0321.00182.C001.PICI.TypeB.variant0003.Set1
WLQYMNQG_CDS_23961	hypothetical protein	MYTU002.0321.00182.C001.PICI.TypeB.variant0003.Set1
WLQYMNQG_CDS_23962	hypothetical protein	MYTU002.0321.00182.C001.PICI.TypeB.variant0003.Set1
WLQYMNQG_CDS_23963	hypothetical protein	MYTU002.0321.00182.C001.PICI.TypeB.variant0003.Set1
WLQYMNQG_CDS_23964	hypothetical protein	MYTU002.0321.00182.C001.PICI.TypeB.variant0003.Set1
WLQYMNQG_CDS_23965	hypothetical protein	MYTU002.0321.00182.C001.PICI.TypeB.variant0003.Set1
WLQYMNQG_CDS_23966	excisionase and transcriptional regulator	MYTU002.0321.00182.C001.PICI.TypeB.variant0003.Set1
WLQYMNQG_CDS_23967	hypothetical protein	MYTU002.0321.00182.C001.PICI.TypeB.variant0003.Set1
WLQYMNQG_CDS_23968	integrase	MYTU002.0321.00182.C001.PICI.TypeB.variant0003.Set1
WLQYMNQG_CDS_23969	hypothetical protein	MYTU002.0321.00182.C001.PICI.TypeB.variant0003.Set1
WLQYMNQG_CDS_23970	major head protein	MYTU002.0321.00048.C001.PICI.TypeB.variant0003.Set2
WLQYMNQG_CDS_23971	head maturation protease	MYTU002.0321.00048.C001.PICI.TypeB.variant0003.Set2
WLQYMNQG_CDS_23972	hypothetical protein	MYTU002.0321.00048.C001.PICI.TypeB.variant0003.Set2
WLQYMNQG_CDS_23973	terminase small subunit	MYTU002.0321.00048.C001.PICI.TypeB.variant0003.Set2
WLQYMNQG_CDS_23974	hypothetical protein	MYTU002.0321.00048.C001.PICI.TypeB.variant0003.Set2
WLQYMNQG_CDS_23975	hypothetical protein	MYTU002.0321.00048.C001.PICI.TypeB.variant0003.Set2
WLQYMNQG_CDS_23976	hypothetical protein	MYTU002.0321.00048.C001.PICI.TypeB.variant0003.Set2
WLQYMNQG_CDS_23977	hypothetical protein	MYTU002.0321.00048.C001.PICI.TypeB.variant0003.Set2
WLQYMNQG_CDS_23978	hypothetical protein	MYTU002.0321.00048.C001.PICI.TypeB.variant0003.Set2
WLQYMNQG_CDS_23979	excisionase and transcriptional regulator	MYTU002.0321.00048.C001.PICI.TypeB.variant0003.Set2
WLQYMNQG_CDS_23980	hypothetical protein	MYTU002.0321.00048.C001.PICI.TypeB.variant0003.Set2
WLQYMNQG_CDS_23981	integrase	MYTU002.0321.00048.C001.PICI.TypeB.variant0003.Set2
WLQYMNQG_CDS_23982	hypothetical protein	MYTU002.0321.00048.C001.PICI.TypeB.variant0003.Set2
WLQYMNQG_CDS_23983	terminase small subunit	ESCO001.0321.00833.C001.PICI.TypeA.Set2
WLQYMNQG_CDS_23984	hypothetical protein	ESCO001.0321.00833.C001.PICI.TypeA.Set2
WLQYMNQG_CDS_23985	excisionase and transcriptional regulator	ESCO001.0321.00833.C001.PICI.TypeA.Set2
WLQYMNQG_CDS_23986	head decoration	ESCO001.0321.00833.C001.PICI.TypeA.Set2
WLQYMNQG_CDS_23987	major head protein	ESCO001.0321.00833.C001.PICI.TypeA.Set2
WLQYMNQG_CDS_23988	hypothetical protein	ESCO001.0321.00833.C001.PICI.TypeA.Set2
WLQYMNQG_CDS_23989	hypothetical protein	ESCO001.0321.00833.C001.PICI.TypeA.Set2
WLQYMNQG_CDS_23990	hypothetical protein	ESCO001.0321.00833.C001.PICI.TypeA.Set2
WLQYMNQG_CDS_23991	hypothetical protein	ESCO001.0321.00833.C001.PICI.TypeA.Set2
WLQYMNQG_CDS_23992	DNA primase	ESCO001.0321.00833.C001.PICI.TypeA.Set2
WLQYMNQG_CDS_23993	hypothetical protein	ESCO001.0321.00833.C001.PICI.TypeA.Set2
WLQYMNQG_CDS_23994	hypothetical protein	ESCO001.0321.00833.C001.PICI.TypeA.Set2
WLQYMNQG_CDS_23995	transcriptional repressor	ESCO001.0321.00833.C001.PICI.TypeA.Set2
WLQYMNQG_CDS_23996	excisionase and transcriptional regulator	ESCO001.0321.00833.C001.PICI.TypeA.Set2
WLQYMNQG_CDS_23997	hypothetical protein	ESCO001.0321.00833.C001.PICI.TypeA.Set2
WLQYMNQG_CDS_23998	integrase	ESCO001.0321.00833.C001.PICI.TypeA.Set2
WLQYMNQG_CDS_23999	major head protein	MYTU002.0321.00067.C001.PICI.TypeB.variant0004.Set2
WLQYMNQG_CDS_24000	head maturation protease	MYTU002.0321.00067.C001.PICI.TypeB.variant0004.Set2
WLQYMNQG_CDS_24001	hypothetical protein	MYTU002.0321.00067.C001.PICI.TypeB.variant0004.Set2
WLQYMNQG_CDS_24002	terminase small subunit	MYTU002.0321.00067.C001.PICI.TypeB.variant0004.Set2
WLQYMNQG_CDS_24003	hypothetical protein	MYTU002.0321.00067.C001.PICI.TypeB.variant0004.Set2
WLQYMNQG_CDS_24004	hypothetical protein	MYTU002.0321.00067.C001.PICI.TypeB.variant0004.Set2
WLQYMNQG_CDS_24005	hypothetical protein	MYTU002.0321.00067.C001.PICI.TypeB.variant0004.Set2
WLQYMNQG_CDS_24006	hypothetical protein	MYTU002.0321.00067.C001.PICI.TypeB.variant0004.Set2
WLQYMNQG_CDS_24007	DNA primase	MYTU002.0321.00067.C001.PICI.TypeB.variant0004.Set2
WLQYMNQG_CDS_24008	hypothetical protein	MYTU002.0321.00067.C001.PICI.TypeB.variant0004.Set2
WLQYMNQG_CDS_24009	hypothetical protein	MYTU002.0321.00067.C001.PICI.TypeB.variant0004.Set2
WLQYMNQG_CDS_24010	hypothetical protein	MYTU002.0321.00067.C001.PICI.TypeB.variant0004.Set2
WLQYMNQG_CDS_24011	integrase	MYTU002.0321.00067.C001.PICI.TypeB.variant0004.Set2
WLQYMNQG_CDS_24012	major head protein	MYTU002.0321.00184.C001.PICI.TypeB.variant0004.Set2
WLQYMNQG_CDS_24013	head maturation protease	MYTU002.0321.00184.C001.PICI.TypeB.variant0004.Set2
WLQYMNQG_CDS_24014	hypothetical protein	MYTU002.0321.00184.C001.PICI.TypeB.variant0004.Set2
WLQYMNQG_CDS_24015	terminase small subunit	MYTU002.0321.00184.C001.PICI.TypeB.variant0004.Set2
WLQYMNQG_CDS_24016	hypothetical protein	MYTU002.0321.00184.C001.PICI.TypeB.variant0004.Set2
WLQYMNQG_CDS_24017	hypothetical protein	MYTU002.0321.00184.C001.PICI.TypeB.variant0004.Set2
WLQYMNQG_CDS_24018	hypothetical protein	MYTU002.0321.00184.C001.PICI.TypeB.variant0004.Set2
WLQYMNQG_CDS_24019	hypothetical protein	MYTU002.0321.00184.C001.PICI.TypeB.variant0004.Set2
WLQYMNQG_CDS_24020	DNA primase	MYTU002.0321.00184.C001.PICI.TypeB.variant0004.Set2
WLQYMNQG_CDS_24021	hypothetical protein	MYTU002.0321.00184.C001.PICI.TypeB.variant0004.Set2
WLQYMNQG_CDS_24022	hypothetical protein	MYTU002.0321.00184.C001.PICI.TypeB.variant0004.Set2
WLQYMNQG_CDS_24023	hypothetical protein	MYTU002.0321.00184.C001.PICI.TypeB.variant0004.Set2
WLQYMNQG_CDS_24024	integrase	MYTU002.0321.00184.C001.PICI.TypeB.variant0004.Set2
WLQYMNQG_CDS_24025	terminase small subunit	ARCI001.0321.00001.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_24026	terminase large subunit	ARCI001.0321.00001.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_24027	hypothetical protein	ARCI001.0321.00001.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_24028	hypothetical protein	ARCI001.0321.00001.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_24029	hypothetical protein	ARCI001.0321.00001.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_24030	hypothetical protein	ARCI001.0321.00001.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_24031	hypothetical protein	ARCI001.0321.00001.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_24032	DNA helicase	ARCI001.0321.00001.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_24033	DNA polymerase/primase	ARCI001.0321.00001.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_24034	excisionase and transcriptional regulator	ARCI001.0321.00001.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_24035	hypothetical protein	ARCI001.0321.00001.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_24036	transcriptional repressor	ARCI001.0321.00001.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_24037	integrase	ARCI001.0321.00001.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_24038	major head protein	MYTU002.0321.00177.C001.PICI.TypeB.variant0003.Set1
WLQYMNQG_CDS_24039	head maturation protease	MYTU002.0321.00177.C001.PICI.TypeB.variant0003.Set1
WLQYMNQG_CDS_24040	hypothetical protein	MYTU002.0321.00177.C001.PICI.TypeB.variant0003.Set1
WLQYMNQG_CDS_24041	terminase small subunit	MYTU002.0321.00177.C001.PICI.TypeB.variant0003.Set1
WLQYMNQG_CDS_24042	hypothetical protein	MYTU002.0321.00177.C001.PICI.TypeB.variant0003.Set1
WLQYMNQG_CDS_24043	hypothetical protein	MYTU002.0321.00177.C001.PICI.TypeB.variant0003.Set1
WLQYMNQG_CDS_24044	hypothetical protein	MYTU002.0321.00177.C001.PICI.TypeB.variant0003.Set1
WLQYMNQG_CDS_24045	hypothetical protein	MYTU002.0321.00177.C001.PICI.TypeB.variant0003.Set1
WLQYMNQG_CDS_24046	hypothetical protein	MYTU002.0321.00177.C001.PICI.TypeB.variant0003.Set1
WLQYMNQG_CDS_24047	excisionase and transcriptional regulator	MYTU002.0321.00177.C001.PICI.TypeB.variant0003.Set1
WLQYMNQG_CDS_24048	hypothetical protein	MYTU002.0321.00177.C001.PICI.TypeB.variant0003.Set1
WLQYMNQG_CDS_24049	integrase	MYTU002.0321.00177.C001.PICI.TypeB.variant0003.Set1
WLQYMNQG_CDS_24050	hypothetical protein	MYTU002.0321.00177.C001.PICI.TypeB.variant0003.Set1
WLQYMNQG_CDS_24051	major head protein	MYTU002.0321.00256.C001.PICI.TypeB.variant0003.Set1
WLQYMNQG_CDS_24052	head maturation protease	MYTU002.0321.00256.C001.PICI.TypeB.variant0003.Set1
WLQYMNQG_CDS_24053	hypothetical protein	MYTU002.0321.00256.C001.PICI.TypeB.variant0003.Set1
WLQYMNQG_CDS_24054	terminase small subunit	MYTU002.0321.00256.C001.PICI.TypeB.variant0003.Set1
WLQYMNQG_CDS_24055	hypothetical protein	MYTU002.0321.00256.C001.PICI.TypeB.variant0003.Set1
WLQYMNQG_CDS_24056	hypothetical protein	MYTU002.0321.00256.C001.PICI.TypeB.variant0003.Set1
WLQYMNQG_CDS_24057	hypothetical protein	MYTU002.0321.00256.C001.PICI.TypeB.variant0003.Set1
WLQYMNQG_CDS_24058	hypothetical protein	MYTU002.0321.00256.C001.PICI.TypeB.variant0003.Set1
WLQYMNQG_CDS_24059	hypothetical protein	MYTU002.0321.00256.C001.PICI.TypeB.variant0003.Set1
WLQYMNQG_CDS_24060	excisionase and transcriptional regulator	MYTU002.0321.00256.C001.PICI.TypeB.variant0003.Set1
WLQYMNQG_CDS_24061	hypothetical protein	MYTU002.0321.00256.C001.PICI.TypeB.variant0003.Set1
WLQYMNQG_CDS_24062	integrase	MYTU002.0321.00256.C001.PICI.TypeB.variant0003.Set1
WLQYMNQG_CDS_24063	hypothetical protein	MYTU002.0321.00256.C001.PICI.TypeB.variant0003.Set1
WLQYMNQG_CDS_24064	integrase	STAU002.0321.00450.C001.PICI.TypeB.variant0002.Set4
WLQYMNQG_CDS_24065	transcriptional repressor	STAU002.0321.00450.C001.PICI.TypeB.variant0002.Set4
WLQYMNQG_CDS_24066	hypothetical protein	STAU002.0321.00450.C001.PICI.TypeB.variant0002.Set4
WLQYMNQG_CDS_24067	transcriptional repressor	STAU002.0321.00450.C001.PICI.TypeB.variant0002.Set4
WLQYMNQG_CDS_24068	hypothetical protein	STAU002.0321.00450.C001.PICI.TypeB.variant0002.Set4
WLQYMNQG_CDS_24069	hypothetical protein	STAU002.0321.00450.C001.PICI.TypeB.variant0002.Set4
WLQYMNQG_CDS_24070	hypothetical protein	STAU002.0321.00450.C001.PICI.TypeB.variant0002.Set4
WLQYMNQG_CDS_24071	hypothetical protein	STAU002.0321.00450.C001.PICI.TypeB.variant0002.Set4
WLQYMNQG_CDS_24072	DNA polymerase/primase	STAU002.0321.00450.C001.PICI.TypeB.variant0002.Set4
WLQYMNQG_CDS_24073	DNA primase/helicase	STAU002.0321.00450.C001.PICI.TypeB.variant0002.Set4
WLQYMNQG_CDS_24074	hypothetical protein	STAU002.0321.00450.C001.PICI.TypeB.variant0002.Set4
WLQYMNQG_CDS_24075	hypothetical protein	STAU002.0321.00450.C001.PICI.TypeB.variant0002.Set4
WLQYMNQG_CDS_24076	hypothetical protein	STAU002.0321.00450.C001.PICI.TypeB.variant0002.Set4
WLQYMNQG_CDS_24077	hypothetical protein	STAU002.0321.00450.C001.PICI.TypeB.variant0002.Set4
WLQYMNQG_CDS_24078	hypothetical protein	STAU002.0321.00450.C001.PICI.TypeB.variant0002.Set4
WLQYMNQG_CDS_24079	hypothetical protein	STAU002.0321.00450.C001.PICI.TypeB.variant0002.Set4
WLQYMNQG_CDS_24080	hypothetical protein	STAU002.0321.00450.C001.PICI.TypeB.variant0002.Set4
WLQYMNQG_CDS_24081	hypothetical protein	STAU002.0321.00450.C001.PICI.TypeB.variant0002.Set4
WLQYMNQG_CDS_24082	spore coat protein	STAU002.0321.00450.C001.PICI.TypeB.variant0002.Set4
WLQYMNQG_CDS_24083	hypothetical protein	STAU002.0321.00450.C001.PICI.TypeB.variant0002.Set4
WLQYMNQG_CDS_24084	terminase small subunit	STAU002.0321.00450.C001.PICI.TypeB.variant0002.Set4
WLQYMNQG_CDS_24085	major head protein	MYTU002.0321.00029.C001.PICI.TypeB.variant0003.Set1
WLQYMNQG_CDS_24086	head maturation protease	MYTU002.0321.00029.C001.PICI.TypeB.variant0003.Set1
WLQYMNQG_CDS_24087	hypothetical protein	MYTU002.0321.00029.C001.PICI.TypeB.variant0003.Set1
WLQYMNQG_CDS_24088	terminase small subunit	MYTU002.0321.00029.C001.PICI.TypeB.variant0003.Set1
WLQYMNQG_CDS_24089	hypothetical protein	MYTU002.0321.00029.C001.PICI.TypeB.variant0003.Set1
WLQYMNQG_CDS_24090	hypothetical protein	MYTU002.0321.00029.C001.PICI.TypeB.variant0003.Set1
WLQYMNQG_CDS_24091	hypothetical protein	MYTU002.0321.00029.C001.PICI.TypeB.variant0003.Set1
WLQYMNQG_CDS_24092	hypothetical protein	MYTU002.0321.00029.C001.PICI.TypeB.variant0003.Set1
WLQYMNQG_CDS_24093	hypothetical protein	MYTU002.0321.00029.C001.PICI.TypeB.variant0003.Set1
WLQYMNQG_CDS_24094	excisionase and transcriptional regulator	MYTU002.0321.00029.C001.PICI.TypeB.variant0003.Set1
WLQYMNQG_CDS_24095	hypothetical protein	MYTU002.0321.00029.C001.PICI.TypeB.variant0003.Set1
WLQYMNQG_CDS_24096	integrase	MYTU002.0321.00029.C001.PICI.TypeB.variant0003.Set1
WLQYMNQG_CDS_24097	hypothetical protein	MYTU002.0321.00029.C001.PICI.TypeB.variant0003.Set1
WLQYMNQG_CDS_24098	major head protein	MYTU002.0321.00131.C001.PICI.TypeB.variant0003.Set1
WLQYMNQG_CDS_24099	head maturation protease	MYTU002.0321.00131.C001.PICI.TypeB.variant0003.Set1
WLQYMNQG_CDS_24100	hypothetical protein	MYTU002.0321.00131.C001.PICI.TypeB.variant0003.Set1
WLQYMNQG_CDS_24101	terminase small subunit	MYTU002.0321.00131.C001.PICI.TypeB.variant0003.Set1
WLQYMNQG_CDS_24102	hypothetical protein	MYTU002.0321.00131.C001.PICI.TypeB.variant0003.Set1
WLQYMNQG_CDS_24103	hypothetical protein	MYTU002.0321.00131.C001.PICI.TypeB.variant0003.Set1
WLQYMNQG_CDS_24104	hypothetical protein	MYTU002.0321.00131.C001.PICI.TypeB.variant0003.Set1
WLQYMNQG_CDS_24105	hypothetical protein	MYTU002.0321.00131.C001.PICI.TypeB.variant0003.Set1
WLQYMNQG_CDS_24106	hypothetical protein	MYTU002.0321.00131.C001.PICI.TypeB.variant0003.Set1
WLQYMNQG_CDS_24107	excisionase and transcriptional regulator	MYTU002.0321.00131.C001.PICI.TypeB.variant0003.Set1
WLQYMNQG_CDS_24108	hypothetical protein	MYTU002.0321.00131.C001.PICI.TypeB.variant0003.Set1
WLQYMNQG_CDS_24109	integrase	MYTU002.0321.00131.C001.PICI.TypeB.variant0003.Set1
WLQYMNQG_CDS_24110	hypothetical protein	MYTU002.0321.00131.C001.PICI.TypeB.variant0003.Set1
WLQYMNQG_CDS_24111	terminase small subunit	STSP128.0321.00001.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_24112	hypothetical protein	STSP128.0321.00001.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_24113	spore coat protein	STSP128.0321.00001.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_24114	hypothetical protein	STSP128.0321.00001.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_24115	hypothetical protein	STSP128.0321.00001.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_24116	hypothetical protein	STSP128.0321.00001.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_24117	hypothetical protein	STSP128.0321.00001.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_24118	hypothetical protein	STSP128.0321.00001.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_24119	hypothetical protein	STSP128.0321.00001.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_24120	DNA polymerase/primase	STSP128.0321.00001.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_24121	DNA helicase	STSP128.0321.00001.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_24122	hypothetical protein	STSP128.0321.00001.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_24123	hypothetical protein	STSP128.0321.00001.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_24124	hypothetical protein	STSP128.0321.00001.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_24125	HTH DNA binding protein	STSP128.0321.00001.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_24126	transcriptional regulator	STSP128.0321.00001.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_24127	transcriptional regulator	STSP128.0321.00001.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_24128	integrase	STSP128.0321.00001.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_24129	terminase small subunit	STSA003.0321.00011.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_24130	hypothetical protein	STSA003.0321.00011.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_24131	hypothetical protein	STSA003.0321.00011.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_24132	hypothetical protein	STSA003.0321.00011.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_24133	hypothetical protein	STSA003.0321.00011.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_24134	hypothetical protein	STSA003.0321.00011.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_24135	hypothetical protein	STSA003.0321.00011.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_24136	hypothetical protein	STSA003.0321.00011.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_24137	hypothetical protein	STSA003.0321.00011.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_24138	hypothetical protein	STSA003.0321.00011.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_24139	DNA primase	STSA003.0321.00011.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_24140	hypothetical protein	STSA003.0321.00011.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_24141	hypothetical protein	STSA003.0321.00011.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_24142	hypothetical protein	STSA003.0321.00011.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_24143	hypothetical protein	STSA003.0321.00011.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_24144	anti-repressor	STSA003.0321.00011.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_24145	transcriptional repressor	STSA003.0321.00011.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_24146	hypothetical protein	STSA003.0321.00011.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_24147	transcriptional regulator	STSA003.0321.00011.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_24148	integrase	STSA003.0321.00011.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_24149	terminase small subunit	LACR001.0321.00009.C001.PICI.TypeB.variant0002.Set4
WLQYMNQG_CDS_24150	hypothetical protein	LACR001.0321.00009.C001.PICI.TypeB.variant0002.Set4
WLQYMNQG_CDS_24151	hypothetical protein	LACR001.0321.00009.C001.PICI.TypeB.variant0002.Set4
WLQYMNQG_CDS_24152	DNA primase	LACR001.0321.00009.C001.PICI.TypeB.variant0002.Set4
WLQYMNQG_CDS_24153	DNA polymerase/primase	LACR001.0321.00009.C001.PICI.TypeB.variant0002.Set4
WLQYMNQG_CDS_24154	hypothetical protein	LACR001.0321.00009.C001.PICI.TypeB.variant0002.Set4
WLQYMNQG_CDS_24155	hypothetical protein	LACR001.0321.00009.C001.PICI.TypeB.variant0002.Set4
WLQYMNQG_CDS_24156	hypothetical protein	LACR001.0321.00009.C001.PICI.TypeB.variant0002.Set4
WLQYMNQG_CDS_24157	hypothetical protein	LACR001.0321.00009.C001.PICI.TypeB.variant0002.Set4
WLQYMNQG_CDS_24158	hypothetical protein	LACR001.0321.00009.C001.PICI.TypeB.variant0002.Set4
WLQYMNQG_CDS_24159	hypothetical protein	LACR001.0321.00009.C001.PICI.TypeB.variant0002.Set4
WLQYMNQG_CDS_24160	hypothetical protein	LACR001.0321.00009.C001.PICI.TypeB.variant0002.Set4
WLQYMNQG_CDS_24161	transcriptional regulator	LACR001.0321.00009.C001.PICI.TypeB.variant0002.Set4
WLQYMNQG_CDS_24162	hypothetical protein	LACR001.0321.00009.C001.PICI.TypeB.variant0002.Set4
WLQYMNQG_CDS_24163	hypothetical protein	LACR001.0321.00009.C001.PICI.TypeB.variant0002.Set4
WLQYMNQG_CDS_24164	transposase	LACR001.0321.00009.C001.PICI.TypeB.variant0002.Set4
WLQYMNQG_CDS_24165	hypothetical protein	LACR001.0321.00009.C001.PICI.TypeB.variant0002.Set4
WLQYMNQG_CDS_24166	transcriptional regulator	LACR001.0321.00009.C001.PICI.TypeB.variant0002.Set4
WLQYMNQG_CDS_24167	hypothetical protein	LACR001.0321.00009.C001.PICI.TypeB.variant0002.Set4
WLQYMNQG_CDS_24168	transcriptional regulator	LACR001.0321.00009.C001.PICI.TypeB.variant0002.Set4
WLQYMNQG_CDS_24169	hypothetical protein	LACR001.0321.00009.C001.PICI.TypeB.variant0002.Set4
WLQYMNQG_CDS_24170	hypothetical protein	LACR001.0321.00009.C001.PICI.TypeB.variant0002.Set4
WLQYMNQG_CDS_24171	hypothetical protein	LACR001.0321.00009.C001.PICI.TypeB.variant0002.Set4
WLQYMNQG_CDS_24172	integrase	LACR001.0321.00009.C001.PICI.TypeB.variant0002.Set4
WLQYMNQG_CDS_24173	integrase	MYTU002.0321.00164.C001.PICI.TypeB.variant0004.Set2
WLQYMNQG_CDS_24174	hypothetical protein	MYTU002.0321.00164.C001.PICI.TypeB.variant0004.Set2
WLQYMNQG_CDS_24175	hypothetical protein	MYTU002.0321.00164.C001.PICI.TypeB.variant0004.Set2
WLQYMNQG_CDS_24176	hypothetical protein	MYTU002.0321.00164.C001.PICI.TypeB.variant0004.Set2
WLQYMNQG_CDS_24177	hypothetical protein	MYTU002.0321.00164.C001.PICI.TypeB.variant0004.Set2
WLQYMNQG_CDS_24178	hypothetical protein	MYTU002.0321.00164.C001.PICI.TypeB.variant0004.Set2
WLQYMNQG_CDS_24179	DNA polymerase/primase	MYTU002.0321.00164.C001.PICI.TypeB.variant0004.Set2
WLQYMNQG_CDS_24180	hypothetical protein	MYTU002.0321.00164.C001.PICI.TypeB.variant0004.Set2
WLQYMNQG_CDS_24181	hypothetical protein	MYTU002.0321.00164.C001.PICI.TypeB.variant0004.Set2
WLQYMNQG_CDS_24182	hypothetical protein	MYTU002.0321.00164.C001.PICI.TypeB.variant0004.Set2
WLQYMNQG_CDS_24183	hypothetical protein	MYTU002.0321.00164.C001.PICI.TypeB.variant0004.Set2
WLQYMNQG_CDS_24184	hypothetical protein	MYTU002.0321.00164.C001.PICI.TypeB.variant0004.Set2
WLQYMNQG_CDS_24185	terminase small subunit	MYTU002.0321.00164.C001.PICI.TypeB.variant0004.Set2
WLQYMNQG_CDS_24186	hypothetical protein	MYTU002.0321.00164.C001.PICI.TypeB.variant0004.Set2
WLQYMNQG_CDS_24187	head maturation protease	MYTU002.0321.00164.C001.PICI.TypeB.variant0004.Set2
WLQYMNQG_CDS_24188	major head protein	MYTU002.0321.00164.C001.PICI.TypeB.variant0004.Set2
WLQYMNQG_CDS_24189	terminase small subunit	STCA001.0321.00005.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_24190	hypothetical protein	STCA001.0321.00005.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_24191	hypothetical protein	STCA001.0321.00005.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_24192	hypothetical protein	STCA001.0321.00005.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_24193	hypothetical protein	STCA001.0321.00005.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_24194	hypothetical protein	STCA001.0321.00005.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_24195	hypothetical protein	STCA001.0321.00005.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_24196	hypothetical protein	STCA001.0321.00005.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_24197	hypothetical protein	STCA001.0321.00005.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_24198	hypothetical protein	STCA001.0321.00005.C001.PICI.TypeB.variant0002.Set1
