Description	Count	contig
other	0	ESCO001.0321.00263.C001.PICI.TypeA.Set1
tail	0	ESCO001.0321.00263.C001.PICI.TypeA.Set1
transcription regulation	0	ESCO001.0321.00263.C001.PICI.TypeA.Set1
unknown function	10	ESCO001.0321.00263.C001.PICI.TypeA.Set1
tRNAs	0	ESCO001.0321.00263.C001.PICI.TypeA.Set1
CRISPRs	0	ESCO001.0321.00263.C001.PICI.TypeA.Set1
tmRNAs	0	ESCO001.0321.00263.C001.PICI.TypeA.Set1
VFDB_Virulence_Factors	0	ESCO001.0321.00263.C001.PICI.TypeA.Set1
CARD_AMR_Genes	0	ESCO001.0321.00263.C001.PICI.TypeA.Set1
CDS	18	ESCO001.0321.00263.C001.PICI.TypeB.variant0002.Set2
connector	0	ESCO001.0321.00263.C001.PICI.TypeB.variant0002.Set2
DNA, RNA and nucleotide metabolism	1	ESCO001.0321.00263.C001.PICI.TypeB.variant0002.Set2
head and packaging	4	ESCO001.0321.00263.C001.PICI.TypeB.variant0002.Set2
integration and excision	3	ESCO001.0321.00263.C001.PICI.TypeB.variant0002.Set2
lysis	0	ESCO001.0321.00263.C001.PICI.TypeB.variant0002.Set2
moron, auxiliary metabolic gene and host takeover	0	ESCO001.0321.00263.C001.PICI.TypeB.variant0002.Set2
other	0	ESCO001.0321.00263.C001.PICI.TypeB.variant0002.Set2
tail	0	ESCO001.0321.00263.C001.PICI.TypeB.variant0002.Set2
transcription regulation	0	ESCO001.0321.00263.C001.PICI.TypeB.variant0002.Set2
unknown function	10	ESCO001.0321.00263.C001.PICI.TypeB.variant0002.Set2
tRNAs	0	ESCO001.0321.00263.C001.PICI.TypeB.variant0002.Set2
CRISPRs	0	ESCO001.0321.00263.C001.PICI.TypeB.variant0002.Set2
tmRNAs	0	ESCO001.0321.00263.C001.PICI.TypeB.variant0002.Set2
VFDB_Virulence_Factors	0	ESCO001.0321.00263.C001.PICI.TypeB.variant0002.Set2
CARD_AMR_Genes	0	ESCO001.0321.00263.C001.PICI.TypeB.variant0002.Set2
CDS	17	ESCO001.0321.00263.C001.PICI.TypeA.Set3
connector	0	ESCO001.0321.00263.C001.PICI.TypeA.Set3
DNA, RNA and nucleotide metabolism	1	ESCO001.0321.00263.C001.PICI.TypeA.Set3
head and packaging	3	ESCO001.0321.00263.C001.PICI.TypeA.Set3
integration and excision	3	ESCO001.0321.00263.C001.PICI.TypeA.Set3
lysis	0	ESCO001.0321.00263.C001.PICI.TypeA.Set3
moron, auxiliary metabolic gene and host takeover	0	ESCO001.0321.00263.C001.PICI.TypeA.Set3
other	0	ESCO001.0321.00263.C001.PICI.TypeA.Set3
tail	0	ESCO001.0321.00263.C001.PICI.TypeA.Set3
transcription regulation	0	ESCO001.0321.00263.C001.PICI.TypeA.Set3
unknown function	10	ESCO001.0321.00263.C001.PICI.TypeA.Set3
tRNAs	0	ESCO001.0321.00263.C001.PICI.TypeA.Set3
CRISPRs	0	ESCO001.0321.00263.C001.PICI.TypeA.Set3
tmRNAs	0	ESCO001.0321.00263.C001.PICI.TypeA.Set3
VFDB_Virulence_Factors	0	ESCO001.0321.00263.C001.PICI.TypeA.Set3
CARD_AMR_Genes	0	ESCO001.0321.00263.C001.PICI.TypeA.Set3
CDS	16	ESCO001.0321.00263.C001.PICI.TypeA.Set4
connector	0	ESCO001.0321.00263.C001.PICI.TypeA.Set4
DNA, RNA and nucleotide metabolism	1	ESCO001.0321.00263.C001.PICI.TypeA.Set4
head and packaging	3	ESCO001.0321.00263.C001.PICI.TypeA.Set4
integration and excision	3	ESCO001.0321.00263.C001.PICI.TypeA.Set4
lysis	0	ESCO001.0321.00263.C001.PICI.TypeA.Set4
moron, auxiliary metabolic gene and host takeover	0	ESCO001.0321.00263.C001.PICI.TypeA.Set4
other	0	ESCO001.0321.00263.C001.PICI.TypeA.Set4
tail	0	ESCO001.0321.00263.C001.PICI.TypeA.Set4
transcription regulation	0	ESCO001.0321.00263.C001.PICI.TypeA.Set4
unknown function	9	ESCO001.0321.00263.C001.PICI.TypeA.Set4
tRNAs	0	ESCO001.0321.00263.C001.PICI.TypeA.Set4
CRISPRs	0	ESCO001.0321.00263.C001.PICI.TypeA.Set4
tmRNAs	0	ESCO001.0321.00263.C001.PICI.TypeA.Set4
VFDB_Virulence_Factors	0	ESCO001.0321.00263.C001.PICI.TypeA.Set4
CARD_AMR_Genes	0	ESCO001.0321.00263.C001.PICI.TypeA.Set4
CDS	17	ESCO001.0321.00263.C001.PICI.TypeA.Set5
connector	0	ESCO001.0321.00263.C001.PICI.TypeA.Set5
DNA, RNA and nucleotide metabolism	1	ESCO001.0321.00263.C001.PICI.TypeA.Set5
head and packaging	3	ESCO001.0321.00263.C001.PICI.TypeA.Set5
integration and excision	3	ESCO001.0321.00263.C001.PICI.TypeA.Set5
lysis	0	ESCO001.0321.00263.C001.PICI.TypeA.Set5
moron, auxiliary metabolic gene and host takeover	0	ESCO001.0321.00263.C001.PICI.TypeA.Set5
other	0	ESCO001.0321.00263.C001.PICI.TypeA.Set5
tail	0	ESCO001.0321.00263.C001.PICI.TypeA.Set5
transcription regulation	0	ESCO001.0321.00263.C001.PICI.TypeA.Set5
unknown function	10	ESCO001.0321.00263.C001.PICI.TypeA.Set5
tRNAs	0	ESCO001.0321.00263.C001.PICI.TypeA.Set5
CRISPRs	0	ESCO001.0321.00263.C001.PICI.TypeA.Set5
tmRNAs	0	ESCO001.0321.00263.C001.PICI.TypeA.Set5
VFDB_Virulence_Factors	0	ESCO001.0321.00263.C001.PICI.TypeA.Set5
CARD_AMR_Genes	0	ESCO001.0321.00263.C001.PICI.TypeA.Set5
CDS	17	ESCO001.0321.00263.C001.PICI.TypeA.Set6
connector	0	ESCO001.0321.00263.C001.PICI.TypeA.Set6
DNA, RNA and nucleotide metabolism	1	ESCO001.0321.00263.C001.PICI.TypeA.Set6
head and packaging	3	ESCO001.0321.00263.C001.PICI.TypeA.Set6
integration and excision	3	ESCO001.0321.00263.C001.PICI.TypeA.Set6
lysis	0	ESCO001.0321.00263.C001.PICI.TypeA.Set6
moron, auxiliary metabolic gene and host takeover	0	ESCO001.0321.00263.C001.PICI.TypeA.Set6
other	0	ESCO001.0321.00263.C001.PICI.TypeA.Set6
tail	0	ESCO001.0321.00263.C001.PICI.TypeA.Set6
transcription regulation	0	ESCO001.0321.00263.C001.PICI.TypeA.Set6
unknown function	10	ESCO001.0321.00263.C001.PICI.TypeA.Set6
tRNAs	0	ESCO001.0321.00263.C001.PICI.TypeA.Set6
CRISPRs	0	ESCO001.0321.00263.C001.PICI.TypeA.Set6
tmRNAs	0	ESCO001.0321.00263.C001.PICI.TypeA.Set6
VFDB_Virulence_Factors	0	ESCO001.0321.00263.C001.PICI.TypeA.Set6
CARD_AMR_Genes	0	ESCO001.0321.00263.C001.PICI.TypeA.Set6
CDS	13	MYTU002.0321.00065.C001.PICI.TypeB.variant0004.Set2
connector	0	MYTU002.0321.00065.C001.PICI.TypeB.variant0004.Set2
DNA, RNA and nucleotide metabolism	1	MYTU002.0321.00065.C001.PICI.TypeB.variant0004.Set2
head and packaging	3	MYTU002.0321.00065.C001.PICI.TypeB.variant0004.Set2
integration and excision	1	MYTU002.0321.00065.C001.PICI.TypeB.variant0004.Set2
lysis	0	MYTU002.0321.00065.C001.PICI.TypeB.variant0004.Set2
moron, auxiliary metabolic gene and host takeover	0	MYTU002.0321.00065.C001.PICI.TypeB.variant0004.Set2
other	0	MYTU002.0321.00065.C001.PICI.TypeB.variant0004.Set2
tail	0	MYTU002.0321.00065.C001.PICI.TypeB.variant0004.Set2
transcription regulation	0	MYTU002.0321.00065.C001.PICI.TypeB.variant0004.Set2
unknown function	8	MYTU002.0321.00065.C001.PICI.TypeB.variant0004.Set2
tRNAs	0	MYTU002.0321.00065.C001.PICI.TypeB.variant0004.Set2
CRISPRs	0	MYTU002.0321.00065.C001.PICI.TypeB.variant0004.Set2
tmRNAs	0	MYTU002.0321.00065.C001.PICI.TypeB.variant0004.Set2
VFDB_Virulence_Factors	0	MYTU002.0321.00065.C001.PICI.TypeB.variant0004.Set2
CARD_AMR_Genes	0	MYTU002.0321.00065.C001.PICI.TypeB.variant0004.Set2
CDS	18	ESCO001.0321.01548.C001.PICI.TypeA.Set3
connector	0	ESCO001.0321.01548.C001.PICI.TypeA.Set3
DNA, RNA and nucleotide metabolism	1	ESCO001.0321.01548.C001.PICI.TypeA.Set3
head and packaging	3	ESCO001.0321.01548.C001.PICI.TypeA.Set3
integration and excision	3	ESCO001.0321.01548.C001.PICI.TypeA.Set3
lysis	0	ESCO001.0321.01548.C001.PICI.TypeA.Set3
moron, auxiliary metabolic gene and host takeover	0	ESCO001.0321.01548.C001.PICI.TypeA.Set3
other	0	ESCO001.0321.01548.C001.PICI.TypeA.Set3
tail	0	ESCO001.0321.01548.C001.PICI.TypeA.Set3
transcription regulation	1	ESCO001.0321.01548.C001.PICI.TypeA.Set3
unknown function	10	ESCO001.0321.01548.C001.PICI.TypeA.Set3
tRNAs	0	ESCO001.0321.01548.C001.PICI.TypeA.Set3
CRISPRs	0	ESCO001.0321.01548.C001.PICI.TypeA.Set3
tmRNAs	0	ESCO001.0321.01548.C001.PICI.TypeA.Set3
VFDB_Virulence_Factors	0	ESCO001.0321.01548.C001.PICI.TypeA.Set3
CARD_AMR_Genes	0	ESCO001.0321.01548.C001.PICI.TypeA.Set3
CDS	15	COST002.0321.00001.C001.PICI.TypeB.variant0001.Set3
connector	0	COST002.0321.00001.C001.PICI.TypeB.variant0001.Set3
DNA, RNA and nucleotide metabolism	2	COST002.0321.00001.C001.PICI.TypeB.variant0001.Set3
head and packaging	3	COST002.0321.00001.C001.PICI.TypeB.variant0001.Set3
integration and excision	1	COST002.0321.00001.C001.PICI.TypeB.variant0001.Set3
lysis	0	COST002.0321.00001.C001.PICI.TypeB.variant0001.Set3
moron, auxiliary metabolic gene and host takeover	0	COST002.0321.00001.C001.PICI.TypeB.variant0001.Set3
other	0	COST002.0321.00001.C001.PICI.TypeB.variant0001.Set3
tail	0	COST002.0321.00001.C001.PICI.TypeB.variant0001.Set3
transcription regulation	0	COST002.0321.00001.C001.PICI.TypeB.variant0001.Set3
unknown function	9	COST002.0321.00001.C001.PICI.TypeB.variant0001.Set3
tRNAs	0	COST002.0321.00001.C001.PICI.TypeB.variant0001.Set3
CRISPRs	0	COST002.0321.00001.C001.PICI.TypeB.variant0001.Set3
tmRNAs	0	COST002.0321.00001.C001.PICI.TypeB.variant0001.Set3
VFDB_Virulence_Factors	0	COST002.0321.00001.C001.PICI.TypeB.variant0001.Set3
CARD_AMR_Genes	0	COST002.0321.00001.C001.PICI.TypeB.variant0001.Set3
CDS	13	MYTU002.0321.00079.C001.PICI.TypeB.variant0004.Set2
connector	0	MYTU002.0321.00079.C001.PICI.TypeB.variant0004.Set2
DNA, RNA and nucleotide metabolism	1	MYTU002.0321.00079.C001.PICI.TypeB.variant0004.Set2
head and packaging	3	MYTU002.0321.00079.C001.PICI.TypeB.variant0004.Set2
integration and excision	1	MYTU002.0321.00079.C001.PICI.TypeB.variant0004.Set2
lysis	0	MYTU002.0321.00079.C001.PICI.TypeB.variant0004.Set2
moron, auxiliary metabolic gene and host takeover	0	MYTU002.0321.00079.C001.PICI.TypeB.variant0004.Set2
other	0	MYTU002.0321.00079.C001.PICI.TypeB.variant0004.Set2
tail	0	MYTU002.0321.00079.C001.PICI.TypeB.variant0004.Set2
transcription regulation	0	MYTU002.0321.00079.C001.PICI.TypeB.variant0004.Set2
unknown function	8	MYTU002.0321.00079.C001.PICI.TypeB.variant0004.Set2
tRNAs	0	MYTU002.0321.00079.C001.PICI.TypeB.variant0004.Set2
CRISPRs	0	MYTU002.0321.00079.C001.PICI.TypeB.variant0004.Set2
tmRNAs	0	MYTU002.0321.00079.C001.PICI.TypeB.variant0004.Set2
VFDB_Virulence_Factors	0	MYTU002.0321.00079.C001.PICI.TypeB.variant0004.Set2
CARD_AMR_Genes	0	MYTU002.0321.00079.C001.PICI.TypeB.variant0004.Set2
CDS	15	MYBO001.0321.00001.C001.PICI.TypeB.variant0001.Set4
connector	0	MYBO001.0321.00001.C001.PICI.TypeB.variant0001.Set4
DNA, RNA and nucleotide metabolism	2	MYBO001.0321.00001.C001.PICI.TypeB.variant0001.Set4
head and packaging	1	MYBO001.0321.00001.C001.PICI.TypeB.variant0001.Set4
integration and excision	2	MYBO001.0321.00001.C001.PICI.TypeB.variant0001.Set4
lysis	0	MYBO001.0321.00001.C001.PICI.TypeB.variant0001.Set4
moron, auxiliary metabolic gene and host takeover	0	MYBO001.0321.00001.C001.PICI.TypeB.variant0001.Set4
other	0	MYBO001.0321.00001.C001.PICI.TypeB.variant0001.Set4
tail	0	MYBO001.0321.00001.C001.PICI.TypeB.variant0001.Set4
transcription regulation	0	MYBO001.0321.00001.C001.PICI.TypeB.variant0001.Set4
unknown function	10	MYBO001.0321.00001.C001.PICI.TypeB.variant0001.Set4
tRNAs	0	MYBO001.0321.00001.C001.PICI.TypeB.variant0001.Set4
CRISPRs	0	MYBO001.0321.00001.C001.PICI.TypeB.variant0001.Set4
tmRNAs	0	MYBO001.0321.00001.C001.PICI.TypeB.variant0001.Set4
VFDB_Virulence_Factors	0	MYBO001.0321.00001.C001.PICI.TypeB.variant0001.Set4
CARD_AMR_Genes	0	MYBO001.0321.00001.C001.PICI.TypeB.variant0001.Set4
CDS	16	ESCO001.0321.00697.C001.PICI.TypeA.Set1
connector	0	ESCO001.0321.00697.C001.PICI.TypeA.Set1
DNA, RNA and nucleotide metabolism	1	ESCO001.0321.00697.C001.PICI.TypeA.Set1
head and packaging	3	ESCO001.0321.00697.C001.PICI.TypeA.Set1
integration and excision	3	ESCO001.0321.00697.C001.PICI.TypeA.Set1
lysis	0	ESCO001.0321.00697.C001.PICI.TypeA.Set1
moron, auxiliary metabolic gene and host takeover	0	ESCO001.0321.00697.C001.PICI.TypeA.Set1
other	0	ESCO001.0321.00697.C001.PICI.TypeA.Set1
tail	0	ESCO001.0321.00697.C001.PICI.TypeA.Set1
transcription regulation	1	ESCO001.0321.00697.C001.PICI.TypeA.Set1
unknown function	8	ESCO001.0321.00697.C001.PICI.TypeA.Set1
tRNAs	0	ESCO001.0321.00697.C001.PICI.TypeA.Set1
CRISPRs	0	ESCO001.0321.00697.C001.PICI.TypeA.Set1
tmRNAs	0	ESCO001.0321.00697.C001.PICI.TypeA.Set1
VFDB_Virulence_Factors	0	ESCO001.0321.00697.C001.PICI.TypeA.Set1
CARD_AMR_Genes	0	ESCO001.0321.00697.C001.PICI.TypeA.Set1
CDS	11	FRTU001.0321.00029.C001.PICI.TypeB.variant0002.Set1
connector	0	FRTU001.0321.00029.C001.PICI.TypeB.variant0002.Set1
DNA, RNA and nucleotide metabolism	2	FRTU001.0321.00029.C001.PICI.TypeB.variant0002.Set1
head and packaging	1	FRTU001.0321.00029.C001.PICI.TypeB.variant0002.Set1
integration and excision	2	FRTU001.0321.00029.C001.PICI.TypeB.variant0002.Set1
lysis	0	FRTU001.0321.00029.C001.PICI.TypeB.variant0002.Set1
moron, auxiliary metabolic gene and host takeover	0	FRTU001.0321.00029.C001.PICI.TypeB.variant0002.Set1
other	0	FRTU001.0321.00029.C001.PICI.TypeB.variant0002.Set1
tail	0	FRTU001.0321.00029.C001.PICI.TypeB.variant0002.Set1
transcription regulation	0	FRTU001.0321.00029.C001.PICI.TypeB.variant0002.Set1
unknown function	6	FRTU001.0321.00029.C001.PICI.TypeB.variant0002.Set1
tRNAs	0	FRTU001.0321.00029.C001.PICI.TypeB.variant0002.Set1
CRISPRs	0	FRTU001.0321.00029.C001.PICI.TypeB.variant0002.Set1
tmRNAs	0	FRTU001.0321.00029.C001.PICI.TypeB.variant0002.Set1
VFDB_Virulence_Factors	0	FRTU001.0321.00029.C001.PICI.TypeB.variant0002.Set1
CARD_AMR_Genes	0	FRTU001.0321.00029.C001.PICI.TypeB.variant0002.Set1
CDS	9	STSP098.0321.00001.C001.PICI.TypeB.variant0002.Set1
connector	0	STSP098.0321.00001.C001.PICI.TypeB.variant0002.Set1
DNA, RNA and nucleotide metabolism	1	STSP098.0321.00001.C001.PICI.TypeB.variant0002.Set1
head and packaging	1	STSP098.0321.00001.C001.PICI.TypeB.variant0002.Set1
integration and excision	1	STSP098.0321.00001.C001.PICI.TypeB.variant0002.Set1
lysis	0	STSP098.0321.00001.C001.PICI.TypeB.variant0002.Set1
moron, auxiliary metabolic gene and host takeover	0	STSP098.0321.00001.C001.PICI.TypeB.variant0002.Set1
other	0	STSP098.0321.00001.C001.PICI.TypeB.variant0002.Set1
tail	0	STSP098.0321.00001.C001.PICI.TypeB.variant0002.Set1
transcription regulation	0	STSP098.0321.00001.C001.PICI.TypeB.variant0002.Set1
unknown function	6	STSP098.0321.00001.C001.PICI.TypeB.variant0002.Set1
tRNAs	0	STSP098.0321.00001.C001.PICI.TypeB.variant0002.Set1
CRISPRs	0	STSP098.0321.00001.C001.PICI.TypeB.variant0002.Set1
tmRNAs	0	STSP098.0321.00001.C001.PICI.TypeB.variant0002.Set1
VFDB_Virulence_Factors	0	STSP098.0321.00001.C001.PICI.TypeB.variant0002.Set1
CARD_AMR_Genes	0	STSP098.0321.00001.C001.PICI.TypeB.variant0002.Set1
CDS	23	STEP001.0321.00034.C001.PICI.TypeB.variant0002.Set2
connector	0	STEP001.0321.00034.C001.PICI.TypeB.variant0002.Set2
DNA, RNA and nucleotide metabolism	5	STEP001.0321.00034.C001.PICI.TypeB.variant0002.Set2
head and packaging	1	STEP001.0321.00034.C001.PICI.TypeB.variant0002.Set2
integration and excision	1	STEP001.0321.00034.C001.PICI.TypeB.variant0002.Set2
lysis	0	STEP001.0321.00034.C001.PICI.TypeB.variant0002.Set2
moron, auxiliary metabolic gene and host takeover	0	STEP001.0321.00034.C001.PICI.TypeB.variant0002.Set2
other	0	STEP001.0321.00034.C001.PICI.TypeB.variant0002.Set2
tail	0	STEP001.0321.00034.C001.PICI.TypeB.variant0002.Set2
transcription regulation	2	STEP001.0321.00034.C001.PICI.TypeB.variant0002.Set2
unknown function	14	STEP001.0321.00034.C001.PICI.TypeB.variant0002.Set2
tRNAs	0	STEP001.0321.00034.C001.PICI.TypeB.variant0002.Set2
CRISPRs	0	STEP001.0321.00034.C001.PICI.TypeB.variant0002.Set2
tmRNAs	0	STEP001.0321.00034.C001.PICI.TypeB.variant0002.Set2
VFDB_Virulence_Factors	0	STEP001.0321.00034.C001.PICI.TypeB.variant0002.Set2
CARD_AMR_Genes	0	STEP001.0321.00034.C001.PICI.TypeB.variant0002.Set2
CDS	23	STWA001.0321.00002.C001.PICI.TypeB.variant0002.Set2
connector	0	STWA001.0321.00002.C001.PICI.TypeB.variant0002.Set2
DNA, RNA and nucleotide metabolism	3	STWA001.0321.00002.C001.PICI.TypeB.variant0002.Set2
head and packaging	2	STWA001.0321.00002.C001.PICI.TypeB.variant0002.Set2
integration and excision	1	STWA001.0321.00002.C001.PICI.TypeB.variant0002.Set2
lysis	0	STWA001.0321.00002.C001.PICI.TypeB.variant0002.Set2
moron, auxiliary metabolic gene and host takeover	0	STWA001.0321.00002.C001.PICI.TypeB.variant0002.Set2
other	0	STWA001.0321.00002.C001.PICI.TypeB.variant0002.Set2
tail	0	STWA001.0321.00002.C001.PICI.TypeB.variant0002.Set2
transcription regulation	1	STWA001.0321.00002.C001.PICI.TypeB.variant0002.Set2
unknown function	16	STWA001.0321.00002.C001.PICI.TypeB.variant0002.Set2
tRNAs	0	STWA001.0321.00002.C001.PICI.TypeB.variant0002.Set2
CRISPRs	0	STWA001.0321.00002.C001.PICI.TypeB.variant0002.Set2
tmRNAs	0	STWA001.0321.00002.C001.PICI.TypeB.variant0002.Set2
VFDB_Virulence_Factors	0	STWA001.0321.00002.C001.PICI.TypeB.variant0002.Set2
CARD_AMR_Genes	0	STWA001.0321.00002.C001.PICI.TypeB.variant0002.Set2
CDS	13	MYTU002.0321.00008.C001.PICI.TypeB.variant0003.Set1
connector	0	MYTU002.0321.00008.C001.PICI.TypeB.variant0003.Set1
DNA, RNA and nucleotide metabolism	0	MYTU002.0321.00008.C001.PICI.TypeB.variant0003.Set1
head and packaging	3	MYTU002.0321.00008.C001.PICI.TypeB.variant0003.Set1
integration and excision	2	MYTU002.0321.00008.C001.PICI.TypeB.variant0003.Set1
lysis	0	MYTU002.0321.00008.C001.PICI.TypeB.variant0003.Set1
moron, auxiliary metabolic gene and host takeover	0	MYTU002.0321.00008.C001.PICI.TypeB.variant0003.Set1
other	0	MYTU002.0321.00008.C001.PICI.TypeB.variant0003.Set1
tail	0	MYTU002.0321.00008.C001.PICI.TypeB.variant0003.Set1
transcription regulation	0	MYTU002.0321.00008.C001.PICI.TypeB.variant0003.Set1
unknown function	8	MYTU002.0321.00008.C001.PICI.TypeB.variant0003.Set1
tRNAs	0	MYTU002.0321.00008.C001.PICI.TypeB.variant0003.Set1
CRISPRs	0	MYTU002.0321.00008.C001.PICI.TypeB.variant0003.Set1
tmRNAs	0	MYTU002.0321.00008.C001.PICI.TypeB.variant0003.Set1
VFDB_Virulence_Factors	0	MYTU002.0321.00008.C001.PICI.TypeB.variant0003.Set1
CARD_AMR_Genes	0	MYTU002.0321.00008.C001.PICI.TypeB.variant0003.Set1
CDS	25	THIN005.0321.00001.C001.PICI.TypeB.variant0001.Set1
connector	0	THIN005.0321.00001.C001.PICI.TypeB.variant0001.Set1
DNA, RNA and nucleotide metabolism	3	THIN005.0321.00001.C001.PICI.TypeB.variant0001.Set1
head and packaging	1	THIN005.0321.00001.C001.PICI.TypeB.variant0001.Set1
integration and excision	4	THIN005.0321.00001.C001.PICI.TypeB.variant0001.Set1
lysis	0	THIN005.0321.00001.C001.PICI.TypeB.variant0001.Set1
moron, auxiliary metabolic gene and host takeover	0	THIN005.0321.00001.C001.PICI.TypeB.variant0001.Set1
other	0	THIN005.0321.00001.C001.PICI.TypeB.variant0001.Set1
tail	0	THIN005.0321.00001.C001.PICI.TypeB.variant0001.Set1
transcription regulation	0	THIN005.0321.00001.C001.PICI.TypeB.variant0001.Set1
unknown function	17	THIN005.0321.00001.C001.PICI.TypeB.variant0001.Set1
tRNAs	0	THIN005.0321.00001.C001.PICI.TypeB.variant0001.Set1
CRISPRs	0	THIN005.0321.00001.C001.PICI.TypeB.variant0001.Set1
tmRNAs	0	THIN005.0321.00001.C001.PICI.TypeB.variant0001.Set1
VFDB_Virulence_Factors	0	THIN005.0321.00001.C001.PICI.TypeB.variant0001.Set1
CARD_AMR_Genes	0	THIN005.0321.00001.C001.PICI.TypeB.variant0001.Set1
CDS	25	ESCO001.0321.01493.C001.PICI.TypeA.Set3
connector	0	ESCO001.0321.01493.C001.PICI.TypeA.Set3
DNA, RNA and nucleotide metabolism	1	ESCO001.0321.01493.C001.PICI.TypeA.Set3
head and packaging	3	ESCO001.0321.01493.C001.PICI.TypeA.Set3
integration and excision	1	ESCO001.0321.01493.C001.PICI.TypeA.Set3
lysis	0	ESCO001.0321.01493.C001.PICI.TypeA.Set3
moron, auxiliary metabolic gene and host takeover	0	ESCO001.0321.01493.C001.PICI.TypeA.Set3
other	0	ESCO001.0321.01493.C001.PICI.TypeA.Set3
tail	0	ESCO001.0321.01493.C001.PICI.TypeA.Set3
transcription regulation	0	ESCO001.0321.01493.C001.PICI.TypeA.Set3
unknown function	20	ESCO001.0321.01493.C001.PICI.TypeA.Set3
tRNAs	0	ESCO001.0321.01493.C001.PICI.TypeA.Set3
CRISPRs	0	ESCO001.0321.01493.C001.PICI.TypeA.Set3
tmRNAs	0	ESCO001.0321.01493.C001.PICI.TypeA.Set3
VFDB_Virulence_Factors	0	ESCO001.0321.01493.C001.PICI.TypeA.Set3
CARD_AMR_Genes	0	ESCO001.0321.01493.C001.PICI.TypeA.Set3
CDS	11	RHBA002.0321.00001.C001.PICI.TypeB.variant0001.Set2
connector	0	RHBA002.0321.00001.C001.PICI.TypeB.variant0001.Set2
DNA, RNA and nucleotide metabolism	1	RHBA002.0321.00001.C001.PICI.TypeB.variant0001.Set2
head and packaging	2	RHBA002.0321.00001.C001.PICI.TypeB.variant0001.Set2
integration and excision	2	RHBA002.0321.00001.C001.PICI.TypeB.variant0001.Set2
lysis	0	RHBA002.0321.00001.C001.PICI.TypeB.variant0001.Set2
moron, auxiliary metabolic gene and host takeover	0	RHBA002.0321.00001.C001.PICI.TypeB.variant0001.Set2
other	0	RHBA002.0321.00001.C001.PICI.TypeB.variant0001.Set2
tail	0	RHBA002.0321.00001.C001.PICI.TypeB.variant0001.Set2
transcription regulation	0	RHBA002.0321.00001.C001.PICI.TypeB.variant0001.Set2
unknown function	6	RHBA002.0321.00001.C001.PICI.TypeB.variant0001.Set2
tRNAs	0	RHBA002.0321.00001.C001.PICI.TypeB.variant0001.Set2
CRISPRs	0	RHBA002.0321.00001.C001.PICI.TypeB.variant0001.Set2
tmRNAs	0	RHBA002.0321.00001.C001.PICI.TypeB.variant0001.Set2
VFDB_Virulence_Factors	0	RHBA002.0321.00001.C001.PICI.TypeB.variant0001.Set2
CARD_AMR_Genes	0	RHBA002.0321.00001.C001.PICI.TypeB.variant0001.Set2
CDS	14	RHPY001.0321.00003.C001.PICI.TypeA.Set3
connector	0	RHPY001.0321.00003.C001.PICI.TypeA.Set3
DNA, RNA and nucleotide metabolism	2	RHPY001.0321.00003.C001.PICI.TypeA.Set3
head and packaging	2	RHPY001.0321.00003.C001.PICI.TypeA.Set3
integration and excision	1	RHPY001.0321.00003.C001.PICI.TypeA.Set3
lysis	0	RHPY001.0321.00003.C001.PICI.TypeA.Set3
moron, auxiliary metabolic gene and host takeover	0	RHPY001.0321.00003.C001.PICI.TypeA.Set3
other	0	RHPY001.0321.00003.C001.PICI.TypeA.Set3
tail	0	RHPY001.0321.00003.C001.PICI.TypeA.Set3
transcription regulation	0	RHPY001.0321.00003.C001.PICI.TypeA.Set3
unknown function	9	RHPY001.0321.00003.C001.PICI.TypeA.Set3
tRNAs	0	RHPY001.0321.00003.C001.PICI.TypeA.Set3
CRISPRs	0	RHPY001.0321.00003.C001.PICI.TypeA.Set3
tmRNAs	0	RHPY001.0321.00003.C001.PICI.TypeA.Set3
VFDB_Virulence_Factors	0	RHPY001.0321.00003.C001.PICI.TypeA.Set3
CARD_AMR_Genes	0	RHPY001.0321.00003.C001.PICI.TypeA.Set3
CDS	13	MYTU002.0321.00011.C001.PICI.TypeB.variant0003.Set1
connector	0	MYTU002.0321.00011.C001.PICI.TypeB.variant0003.Set1
DNA, RNA and nucleotide metabolism	0	MYTU002.0321.00011.C001.PICI.TypeB.variant0003.Set1
head and packaging	3	MYTU002.0321.00011.C001.PICI.TypeB.variant0003.Set1
integration and excision	2	MYTU002.0321.00011.C001.PICI.TypeB.variant0003.Set1
lysis	0	MYTU002.0321.00011.C001.PICI.TypeB.variant0003.Set1
moron, auxiliary metabolic gene and host takeover	0	MYTU002.0321.00011.C001.PICI.TypeB.variant0003.Set1
other	0	MYTU002.0321.00011.C001.PICI.TypeB.variant0003.Set1
tail	0	MYTU002.0321.00011.C001.PICI.TypeB.variant0003.Set1
transcription regulation	0	MYTU002.0321.00011.C001.PICI.TypeB.variant0003.Set1
unknown function	8	MYTU002.0321.00011.C001.PICI.TypeB.variant0003.Set1
tRNAs	0	MYTU002.0321.00011.C001.PICI.TypeB.variant0003.Set1
CRISPRs	0	MYTU002.0321.00011.C001.PICI.TypeB.variant0003.Set1
tmRNAs	0	MYTU002.0321.00011.C001.PICI.TypeB.variant0003.Set1
VFDB_Virulence_Factors	0	MYTU002.0321.00011.C001.PICI.TypeB.variant0003.Set1
CARD_AMR_Genes	0	MYTU002.0321.00011.C001.PICI.TypeB.variant0003.Set1
